Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Fp1 (uV),Fp2 (uV),F3 (uV),Fz (uV),F4 (uV),T3 (uV),C3 (uV),Cz (uV),C4 (uV),T4 (uV),P3 (uV),Pz (uV),P4 (uV),O1 (uV),O2 (uV),Ref,AccX (mg),AccY (mg),AccZ (mg),Event A, Event B
,-3497,13,2,1,1,-9,-3,8,-13,5,-7,9,-1,2,9,-4,-6,-3,,,,,
,-547,-16,6,-10,3,-7,-8,-4,1,-7,7,-7,-2,-9,-6,3,-3,-12,,,,,
,-402,6,-8,-1,-13,2,-3,-12,3,4,2,-4,-4,6,9,,6,3,,,,,
,381,-4,2,10,3,5,-1,-2,2,3,4,-1,-3,4,-9,-6,1,18,,,,,
,1560,-2,4,-2,9,1,4,8,8,3,-11,8,10,8,4,-6,-3,-4,,,,,
,-1463,,-4,5,-1,,1,3,-1,,-2,5,2,-5,,10,-7,,,,,,
,223,,-18,-15,-12,,1,-17,-6,-8,2,-4,1,-16,-3,-13,5,3,,,,,
,-182,,14,-2,4,-5,,12,-4,-7,6,9,,13,,16,12,-4,,,,,
,705,-32,7,11,7,1,16,3,2,4,9,-7,,4,-2,-4,5,,,,,,
,681,-11,-14,-1,-8,-16,-14,-7,7,-7,-7,-16,-3,-15,-4,-13,-14,-5,,,,,
,-1916,,-7,-6,6,12,5,2,-6,,7,,-8,5,1,5,-16,-3,,,,,
,-9,11,8,11,,9,-9,1,,2,-9,11,-1,4,-4,11,8,12,,,,,
,293,-10,10,8,5,-7,9,-2,2,1,-1,7,6,-1,2,5,20,8,,,,,
,3842,16,-8,-11,1,,-2,15,5,6,-7,-7,-6,-5,5,2,-7,-16,,,,,
,-3625,-3,-1,7,-5,7,,-7,-4,,9,4,14,-1,,-11,-11,14,,,,,
,102,-3,-1,1,-4,-4,2,-7,-11,-4,3,1,-14,3,-5,-15,5,-5,,,,,
,-76,-6,-1,2,-2,6,-3,3,17,3,-11,14,9,9,5,15,9,4,,,,,
,-539,-23,2,-6,2,-1,11,10,-4,-6,4,-19,-2,2,,1,-2,-8,,,,,
,335,18,8,15,11,9,-2,-2,15,6,3,-6,5,-11,-5,,-4,-6,,,,,
,-120,1,-7,-12,-11,-18,-10,,-11,8,-2,8,6,-4,13,-3,10,10,,,,,
,344,-22,5,-3,8,,,1,-4,-3,4,-3,2,3,-8,-9,4,1,,,,,
,-605,4,-4,-10,-3,7,-5,-5,11,6,13,-5,-4,-2,,6,-7,4,,,,,
,257,-13,,,,-5,6,-1,1,-1,-16,4,-1,2,-7,5,-3,-10,,,,,
,109,12,-2,7,6,15,-10,5,-6,-1,1,7,1,-3,2,-3,6,-1,,,,,
,655,-3,2,13,-9,-1,9,3,-2,-2,-10,-12,-2,-5,-1,5,-10,1,,,,,
,-465,3,-1,-7,-1,-4,3,-8,-14,-7,4,-3,-11,3,-2,6,4,-3,,,,,
,171,1,-7,-12,5,-7,6,-5,10,1,-1,7,4,7,6,-4,-4,5,,,,,
,-121,,2,4,-9,-6,6,3,2,-1,-1,3,-3,,7,-4,2,2,,,,,
,-118,-17,10,-6,-4,1,-10,-9,-7,12,2,-14,5,7,4,,-5,-5,,,,,
,93,-18,-3,14,-2,5,-6,9,5,-9,2,11,,-10,-6,4,1,3,,,,,
,61,21,3,-6,13,-5,18,-2,2,-6,6,6,10,-5,-3,-11,14,-4,,,,,
,-421,-13,-8,-6,-6,-7,-7,-13,-14,-4,12,-1,-2,3,4,,-4,11,,,,,
,-166,-7,6,9,-2,11,-6,17,2,1,-7,2,-12,-2,8,10,-8,-3,,,,,
,615,-13,3,1,2,1,-10,8,15,7,5,10,3,-3,-17,-10,-5,-12,,,,,
,-327,16,-6,,7,-11,-3,-5,-1,13,-3,-17,7,9,3,5,9,22,,,,,
,-139,-1,4,-5,-8,7,6,-7,-7,,-6,-2,-6,6,5,5,8,-2,,,,,
,610,-13,-6,-2,12,15,8,7,7,-10,1,16,-4,5,-8,2,-11,-17,,,,,
,-518,1,2,8,5,-12,3,-2,-11,-4,-12,7,-3,-13,8,-5,2,-2,,,,,
,69,,2,-3,-9,-10,-14,-11,4,5,4,-12,,11,-6,-6,-3,7,,,,,
,-149,12,,-12,-6,1,1,,5,-6,7,-10,,-2,-1,-1,3,4,,,,,
,264,1,1,13,2,7,11,4,-7,6,16,-6,-2,-3,1,2,4,-4,,,,,
,232,-12,-7,6,13,12,3,-4,9,-1,-17,13,9,-4,7,15,6,-2,,,,,
,-900,-17,5,-13,-4,-5,-4,13,1,1,-2,5,-2,-4,-2,1,-9,,,,,,
,813,13,-4,-2,4,-8,-8,-2,-9,1,-8,-9,5,5,5,-9,-4,-1,,,,,
,-747,3,-2,18,,6,-2,-12,-8,-9,10,-2,5,-9,-9,-9,2,-5,,,,,
,106,-3,10,-3,-9,-3,8,11,9,-2,5,,-7,-9,-4,8,,2,,,,,
,89,-14,-12,-3,-5,11,,6,7,4,-17,5,-6,7,-11,-11,-4,7,,,,,
,-159,-1,13,-7,9,9,-4,-7,-10,-2,3,-9,2,-2,3,10,-1,,,,,,
,182,5,2,8,-3,-8,-1,-2,5,5,,2,6,3,16,-8,,-1,,,,,
,-365,-4,3,-1,-7,-10,-6,3,4,7,11,8,10,8,8,5,18,6,,,,,
,2637,-13,6,8,,6,15,9,1,-1,7,,-4,5,2,14,-10,-9,,,,,
,-2227,12,-12,-8,,,8,-11,-1,-8,-6,-4,-6,-2,-10,-10,,4,,,,,
,67,-23,-7,-7,-1,-11,-17,-5,-3,-8,-6,-1,3,1,-11,5,-10,7,,,,,
,-142,-10,7,5,-2,-1,3,-2,2,2,-10,1,-17,-15,5,-1,2,-12,,,,,
,22,1,-6,-3,6,6,11,,-13,13,12,1,-3,1,2,-13,-2,-1,,,,,
,2974,1,-2,-8,2,1,-13,4,13,3,,-3,26,20,7,13,7,9,,,,,
,-1958,5,-3,6,-4,,3,-5,1,-11,,3,4,5,-4,5,8,14,,,,,
,-1385,-4,6,,3,-1,,2,-16,-3,1,,-4,-10,3,-17,-5,2,,,,,
,437,-12,13,,-5,,7,3,6,11,-3,7,-7,-13,-7,1,-13,-18,,,,,
,-79,2,-10,3,-3,-1,10,-6,-2,-15,,2,,7,4,1,4,-8,,,,,
,106,10,-11,,2,-6,-4,11,7,2,2,-2,,10,-3,-5,-4,6,,,,,
,575,-11,2,1,16,10,-6,6,14,6,-3,-17,-6,-4,-1,6,9,-1,,,,,
,-574,13,14,-5,-9,5,-6,-12,-6,6,7,4,-9,-11,-2,9,-1,-2,,,,,
,426,-2,-15,3,-7,-13,-6,-11,-13,-3,-6,1,7,5,-11,-1,-12,-2,,,,,
,-204,-11,7,-5,16,9,6,8,7,1,-10,4,6,-2,-1,-12,-4,-9,,,,,
,3807,,11,11,-4,6,-9,10,4,-7,4,4,,5,11,5,11,7,,,,,
,-3800,-20,-3,-3,-15,-12,,-13,1,4,-5,-2,-1,-6,6,5,13,7,,,,,
,164,-1,-3,-6,5,1,1,-1,-11,-3,3,10,-8,9,3,8,1,12,,,,,
,-172,1,-2,-3,-2,2,5,8,3,-9,5,-4,-11,1,6,-8,-7,-3,,,,,
,-64,-14,-3,2,2,-13,4,4,8,15,5,3,20,8,4,16,-15,1,,,,,
,-44,14,-10,-4,-1,1,-9,3,6,-4,2,9,12,-5,-5,-8,2,2,,,,,
,-168,,8,5,5,6,5,-9,-14,-4,-4,-15,-20,-14,-4,-13,19,-12,,,,,
,-228,,7,3,-2,2,-2,1,3,-10,-3,8,-9,2,-11,-5,-10,-2,,,,,
,1354,5,55418,55445,55482,55506,55421,55453,55474,55526,55500,55522,55570,55574,55480,55515,55573,55542,,,,,
,-741,-9,222785,222899,223133,223268,222819,223019,223176,223187,223160,223321,223433,223390,223026,223221,223462,223325,,,,,
,-221,4,55979,56009,56099,56140,56001,56065,56105,56098,56092,56131,56174,56132,56041,56107,56159,56127,,,,,
,69,-13,-9,-5,-1,-1,-15,-18,5,-11,4,14,8,-8,8,-2,3,6,,,,,
,-325,,2,7,4,-5,6,4,3,-9,-9,7,-1,-3,-7,-10,-8,-15,,,,,
,1096,,-3,-9,3,-5,4,-11,-14,11,4,2,5,3,4,-3,-7,,,,,,
,-1121,-14,3,9,-3,-2,-14,8,-3,2,-1,-15,-10,2,-3,,2,6,,,,,
,425,13,12,4,4,13,7,9,-9,-7,3,9,-2,9,-7,3,8,-3,,,,,
,-222,-30,-2,-8,1,-2,3,-1,4,4,-5,-6,,-1,-10,-4,-11,-2,,,,,
,-389,14,3,8,-7,-7,-11,1,8,-8,-5,3,7,-9,5,6,9,3,,,,,
,1510,-13,-5,-2,-11,-11,1,7,-7,3,1,2,-12,4,5,-1,-6,1,,,,,
,-1359,12,4,11,2,10,7,4,10,8,-4,-4,9,-3,6,-6,5,1,,,,,
,1266,-14,-7,-15,-1,,,-18,-7,-10,-2,1,-4,-8,-3,-8,1,-5,,,,,
,-768,2,7,,3,-13,-3,-8,-1,-2,2,11,-4,5,4,12,,5,,,,,
,97,-18,-10,2,-3,13,-2,7,2,15,,2,7,7,-3,8,2,-5,,,,,
,113,26,,-1,2,8,3,8,5,-2,4,-23,-6,1,1,-18,-2,-6,,,,,
,-388,-30,3,-10,-2,-16,,-12,-12,-14,10,4,2,3,-13,13,5,-3,,,,,
,208,17,2,7,2,5,17,9,8,9,-2,-2,-2,-2,11,-3,,3,,,,,
,-1,-13,5,,2,2,2,6,5,13,3,-7,5,1,-5,-2,,9,,,,,
,310,16,-4,-3,,-7,-11,2,-4,-9,-5,9,,-5,15,-5,4,10,,,,,
,-686,-30,-14,3,-2,11,9,1,1,,3,11,6,8,5,2,-7,4,,,,,
,-214,13,1,1,6,-1,-5,-2,-2,-4,-8,,1,-8,-12,5,4,-3,,,,,
,451,-3,22,11,15,-15,-4,-11,-6,-2,-4,5,,-7,6,-4,-13,-11,,,,,
,-453,,-10,-14,-15,-7,-6,-9,6,-2,17,-7,5,6,-4,7,-9,-9,,,,,
,492,,1,1,-20,2,-5,6,-5,7,,-3,8,3,-5,2,20,5,,,,,
,238,4,,15,7,18,5,4,6,-4,-17,-6,-20,1,1,-9,8,4,,,,,
,187,-4,-1,-12,-3,9,5,,11,-5,5,4,-4,5,1,3,-3,1,,,,,
,-1158,-27,-10,-5,1,-9,-10,,-15,-5,5,-3,-1,-5,-2,-10,-4,-4,,,,,
,-14,18,1,-2,-1,,-2,-4,-4,-2,-7,1,11,7,7,11,12,8,,,,,
,57,-1,10,-2,9,,5,7,3,3,4,-1,-9,-14,,7,-6,-3,,,,,
,256,-14,4,4,-3,1,2,-4,7,14,-8,5,-7,,-15,-7,-13,-5,,,,,
,224,-3,,-3,,4,-9,7,-6,-15,-5,4,9,-6,1,-4,-4,1,,,,,
,-252,-13,3,2,9,-3,9,6,,,,-13,-1,16,9,-9,12,5,,,,,
,284,10,2,14,-4,-10,8,,10,19,5,-7,-7,-8,3,13,-1,-6,,,,,
,-258,,-6,-3,-2,-8,-16,-8,-3,-19,10,17,8,,-2,3,9,6,,,,,
,444,3,-8,-4,,3,-7,-6,-7,2,-15,-6,-1,8,-7,1,-4,-13,,,,,
,503,-3,2,-13,11,,-2,5,5,12,18,6,-12,,4,-14,-4,12,,,,,
,-1307,4,-7,10,-1,10,12,,5,-4,5,-1,7,-7,5,1,-13,11,,,,,
,702,-13,2,-8,-7,1,8,-5,-1,-3,-2,-7,19,2,5,6,11,2,,,,,
,-761,-20,11,7,-14,4,-3,-12,-12,2,-16,-2,7,9,-6,-1,-5,-11,,,,,
,442,-25,-8,2,23,-4,-6,10,7,2,-2,2,-18,-7,9,5,4,-9,,,,,
,-247,26,-13,-3,-9,-18,1,5,6,-3,7,10,-1,-9,-10,2,-13,10,,,,,
,891,19,18,2,-7,7,11,4,-5,4,8,-6,8,13,2,-3,17,5,,,,,
,-101,-19,,-5,-1,10,-12,-1,-7,-8,4,1,-10,7,-1,11,5,9,,,,,
,-382,4,-6,-1,4,2,7,-5,2,4,-17,,-10,-16,1,-16,-10,-25,,,,,
,411,-5,16,9,8,-5,-3,4,4,2,6,-4,9,-15,-2,6,-2,-1,,,,,
,2077,1,-3,-4,-9,-6,-5,1,6,-3,7,6,5,5,-3,4,3,11,,,,,
,-2529,12,-16,3,-4,11,-6,7,-2,8,-1,-11,7,11,5,-3,,-4,,,,,
,262,-9,6,-4,,9,6,-13,-7,8,-9,-3,-10,5,1,-6,1,-5,,,,,
,193,-4,8,-4,15,-3,7,5,2,-16,-7,13,-5,-14,6,-5,3,9,,,,,
,-679,-57,,8,-5,-6,11,-7,10,-6,7,,4,1,-4,-1,-11,6,,,,,
,430,1,-10,-4,-2,,-6,2,-5,8,6,-3,2,5,4,13,3,7,,,,,
,-636,23,-6,11,-1,-1,-12,3,,-5,3,,3,-5,6,2,2,-12,,,,,
,529,,3,-7,-10,-3,2,-12,,,1,3,2,3,-1,-1,1,-2,,,,,
,1894,-20,-6,-3,13,3,13,-7,-13,5,-15,1,-10,-2,-2,-7,3,-5,,,,,
,-1976,54,6,1,2,-4,-6,-3,3,-9,7,-1,3,8,-2,-2,-10,6,,,,,
,617,-69,-1,-3,,-2,-2,27,-5,12,6,1,14,10,4,9,5,5,,,,,
,898,14,6,2,4,12,2,-3,11,-2,4,1,-11,-14,-7,,-4,-8,,,,,
,-1810,,2,4,-1,-2,5,-3,6,-6,-2,2,-7,-8,-5,-1,2,3,,,,,
,-34,-11,-14,3,-1,-6,-9,-3,3,-4,-8,-3,,3,-10,-15,-1,,,,,,
,17,12,-6,-9,-17,-5,,-4,-10,-3,5,,12,14,2,7,8,4,,,,,
,50,-11,11,5,6,,-2,13,-7,3,1,9,4,-9,2,4,1,,,,,,
,399,-20,15,2,16,9,8,,2,7,5,-2,-12,-2,-4,-6,-2,-3,,,,,
,-133,20,-5,-5,-8,7,-7,-2,12,-5,2,5,13,2,10,2,,,,,,,
,-420,1,-15,-1,-4,-12,-13,-14,1,-7,7,-5,7,4,15,12,,6,,,,,
,-131,-1,8,3,3,12,13,12,-6,,-18,-4,-11,-11,-21,-2,-2,-7,,,,,
,-88,-3,3,,-4,-11,1,9,3,7,-7,2,-8,-2,-2,-4,-7,2,,,,,
,836,-30,-8,-5,1,-1,8,-8,-2,-5,13,-5,12,10,8,3,,-6,,,,,
,-571,2,13,9,-5,14,-11,-1,-2,2,-6,,-2,14,5,-2,1,3,,,,,
,345,11,-6,-1,4,-4,8,4,11,-5,-5,5,-9,-13,4,-5,9,-13,,,,,
,351,-12,-9,3,-6,2,-3,,-8,-2,6,-9,10,-5,-8,-10,-12,8,,,,,
,-445,2,18,-2,15,-15,-7,-4,1,23,15,3,-4,14,-7,9,3,2,,,,,
,-37,-2,-7,-4,-12,7,-1,11,5,1,-14,2,-7,-11,3,13,8,5,,,,,
,200,10,-5,1,-4,6,6,,3,-17,6,5,7,6,2,,9,-2,,,,,
,48,-29,7,2,11,-11,-12,-17,-10,5,-4,5,-6,6,12,4,-10,,,,,,
,-160,-1,-12,-6,5,-4,2,-4,-10,,7,-9,-5,-2,4,-1,3,-5,,,,,
,2328,1,10,2,-8,8,24,12,4,2,9,1,4,-5,-8,-15,14,3,,,,,
,-1355,,5,1,3,11,2,5,-2,6,-1,,-4,-11,-8,-7,,-1,,,,,
,-1049,-10,-10,-9,-7,-3,-9,-11,2,-8,-12,8,13,-1,-2,10,-4,10,,,,,
,148,-3,-3,7,3,-4,-18,5,-5,4,-4,-13,1,12,-5,,-4,-2,,,,,
,302,2,6,-2,4,-1,10,6,7,,11,-2,-9,2,2,,-10,-7,,,,,
,2000,11,2,,,-3,1,2,-1,1,-11,5,2,,8,,1,,,,,,
,-2111,5,,-2,3,2,2,3,-6,-7,-9,-4,1,3,11,4,,6,,,,,
,-65,-13,5,4,-10,7,3,2,10,2,5,2,9,,-14,,1,-12,,,,,
,-678,-4,-2,10,-2,,2,-9,4,-8,2,4,-11,-10,-4,-6,-4,1,,,,,
,623,1,-8,1,5,1,-8,2,-11,5,9,11,-1,4,-1,-4,,1,,,,,
,-264,-20,-2,-5,-13,-14,-5,-3,2,-1,-3,-17,-4,-14,5,6,1,6,,,,,
,139,21,3,-1,7,-3,15,-6,13,14,-6,-2,4,9,-5,13,-6,-7,,,,,
,-530,-21,-7,-13,2,7,-2,-1,-3,-2,-3,-2,13,-2,-7,-22,-6,-3,,,,,
,81,19,4,4,8,-2,-7,-7,1,1,-8,5,-7,9,6,5,11,8,,,,,
,546,-29,-8,-1,-6,-1,-5,-1,-15,-11,3,5,-15,-1,-6,2,10,6,,,,,
,-41,-2,12,15,11,14,9,10,-6,,2,-6,-8,-1,4,5,-16,-2,,,,,
,-244,3,9,-16,10,-12,4,7,16,,11,-2,22,1,8,-3,4,3,,,,,
,356,10,-6,5,-13,-8,-7,-3,1,2,-2,8,9,-3,4,-1,7,-1,,,,,
,-37,-1,-9,9,-4,3,-4,3,-2,-5,-7,2,-11,6,-4,-11,-3,-8,,,,,
,-167,2,-1,-5,-1,,3,-1,-2,-3,4,1,-13,-6,-2,5,-7,9,,,,,
,545,-12,,-10,5,2,-2,-8,-3,13,8,2,10,-8,5,,-3,,,,,,
,-855,-19,-3,3,-6,,1,-1,-8,-15,-7,-4,2,-2,-14,4,2,-7,,,,,
,-36,-1,-1,2,2,4,7,6,13,10,7,-5,-2,,4,13,11,11,,,,,
,1048,-2,9,7,-1,-11,-1,-3,-2,7,4,2,,21,10,2,9,-1,,,,,
,-645,2,16,,7,7,-9,5,2,1,-7,-4,3,-9,-12,-13,-7,-3,,,,,
,1595,-13,-8,-5,3,7,1,1,-2,-2,6,,8,-2,4,1,-4,-8,,,,,
,-2373,12,-8,8,-15,-3,-7,-14,3,-5,1,10,-12,1,-2,,4,,,,,,
,751,-12,2,3,-7,-7,16,-9,-5,5,-9,,-4,4,10,4,-5,,,,,,
,-16,13,17,-13,-10,3,11,13,,-1,-1,-11,7,-9,1,-4,-13,8,,,,,
,222,,-9,3,13,3,-9,1,7,4,-4,5,-1,5,-2,-1,7,-2,,,,,
,-281,-12,-13,-5,7,3,-2,8,-6,-4,1,2,2,-9,-2,5,6,-1,,,,,
,-405,14,14,9,2,,-4,-5,9,-1,4,3,5,10,3,12,12,,,,,,
,602,-2,2,-12,8,5,16,-3,10,7,-1,-1,2,6,3,-9,-2,-4,,,,,
,-546,-31,-1,-5,-8,,-4,-3,-1,-1,-4,-2,-4,-6,4,-2,-7,-6,,,,,
,78,20,,12,2,-13,-14,6,-10,6,-3,-4,-12,-5,-11,-5,1,-6,,,,,
,471,1,-8,-5,-6,8,-3,12,-9,-8,2,-4,1,8,-1,6,-7,16,,,,,
,-534,-21,-7,-9,-6,12,8,-15,-7,-4,5,1,-5,-8,3,5,,-8,,,,,
,-184,19,,11,-5,-15,3,3,1,-1,-4,1,6,1,-10,-5,,1,,,,,
,1073,-18,-2,2,5,-5,-8,-3,8,-10,7,6,8,9,3,-5,5,1,,,,,
,-612,-1,2,-8,5,-3,-2,-4,5,3,-12,-18,-11,-10,-8,-1,-9,13,,,,,
,134,-10,3,16,-2,7,10,19,2,15,-3,3,-1,1,,1,10,3,,,,,
,-532,11,-3,-1,5,-6,-1,-10,-7,-10,21,13,10,2,7,5,4,-10,,,,,
,630,-1,5,-1,5,10,-5,-1,,2,-1,10,8,7,12,5,5,,,,,,
,-332,-11,-4,-2,2,-2,2,-11,2,-6,-24,-1,,-4,3,-5,1,6,,,,,
,-25,1,-4,-12,6,2,9,3,-7,,7,-14,-2,12,-8,-5,-1,-8,,,,,
,1917,-21,-5,-4,-10,,-14,,1,-7,-2,5,-6,-3,-8,-8,-5,-9,,,,,
,-2076,19,8,14,7,,10,14,8,21,6,12,1,-17,14,9,-12,5,,,,,
,59,-18,5,-5,-7,-4,-5,-15,4,-5,10,-3,5,4,-8,1,3,7,,,,,
,185,20,-1,8,-13,-4,-2,8,-13,,,-10,-21,3,,-4,-1,-1,,,,,
,-272,-20,5,2,-2,3,7,5,-7,-6,-7,-5,9,,6,3,3,1,,,,,
,1096,-13,-3,2,-1,,-2,-2,7,,-7,-5,12,6,6,4,3,-2,,,,,
,-930,2,4,-12,15,-5,-3,1,11,16,14,2,-1,-1,-17,-8,-6,-4,,,,,
,94,,-55417,-55434,-55481,-55509,-55417,-55447,-55481,-55511,-55493,-55528,-55564,-55574,-55483,-55510,-55572,-55542,,,,,
,605,,-222797,-222901,-223122,-223267,-222807,-223014,-223170,-223199,-223164,-223328,-223441,-223385,-223024,-223210,-223452,-223322,,,,,
,-530,-2,-55985,-56012,-56107,-56123,-55994,-56056,-56112,-56090,-56102,-56141,-56177,-56130,-56029,-56090,-56155,-56130,,,,,
,2512,1,11,5,13,11,6,-4,9,-2,,-9,-1,-9,8,-8,-3,1,,,,,
,-2797,1,4,1,-6,1,-12,-12,7,-8,16,15,4,4,-5,-3,-5,-5,,,,,
,390,-15,-5,-15,-5,5,-14,-3,1,2,-9,9,5,4,-5,-1,-2,8,,,,,
,373,-4,4,,15,-3,18,8,-6,8,-13,-14,5,4,-2,-5,,1,,,,,
,-802,20,-2,8,-10,5,5,-2,8,10,3,-2,8,-4,,,5,15,,,,,
,76,-2,3,-2,-16,-5,-13,2,,4,2,-3,-11,-10,-12,4,-3,-6,,,,,
,1103,-19,6,5,8,-9,4,6,-10,,5,9,2,3,-7,-3,-5,-13,,,,,
,-1016,46,1,3,7,2,-3,4,-5,-6,-9,5,-11,-5,17,-1,3,5,,,,,
,204,-57,-15,-12,-6,6,-5,-14,10,13,10,-5,-5,-7,7,5,-5,2,,,,,
,-671,,3,8,,-2,-6,7,-2,-7,-3,,15,10,-6,-3,7,12,,,,,
,1011,11,4,-3,1,-9,6,-3,-7,-15,-5,2,-3,3,-2,2,4,,,,,,
,-816,-12,3,-5,-4,-7,2,-3,-3,10,2,-16,12,13,6,-5,-7,-11,,,,,
,303,1,-2,7,14,9,-1,-11,-3,-4,,13,-10,-3,-3,11,6,,,,,,
,2,-1,-9,3,-3,8,,3,2,-9,6,1,-5,-15,4,-3,-1,1,,,,,
,-71,2,12,4,6,1,7,5,3,,12,-1,11,17,4,,4,-15,,,,,
,-324,2,-11,2,-13,2,-3,3,8,20,-16,4,-3,-4,7,,2,10,,,,,
,878,-23,3,-3,12,-5,,7,-7,-1,-11,-7,-2,-1,-8,,5,4,,,,,
,1048,4,5,8,1,1,-3,8,5,2,-2,3,-1,,-3,5,2,10,,,,,
,-1184,39,5,-7,-5,-4,,2,5,-5,12,7,3,5,-3,4,-4,-12,,,,,
,-141,-55,8,-8,5,-7,11,-7,-9,-3,-8,-10,-2,-8,3,-12,-14,-7,,,,,
,362,2,-9,7,-2,18,-1,-1,-3,5,5,11,-1,-4,4,1,-5,-3,,,,,
,-832,-2,-8,3,-1,-9,-9,2,10,-4,10,-2,3,-6,14,7,-1,13,,,,,
,634,1,9,-20,-10,2,-3,-1,6,4,3,-1,-2,10,-8,-6,4,-1,,,,,
,-572,-1,-6,-3,-1,5,3,-3,-7,5,,3,-5,,-14,-7,10,-20,,,,,
,79,13,3,-5,-2,-10,1,7,-15,-20,,-6,15,-10,1,-4,-7,10,,,,,
,587,-11,-3,16,7,10,-7,-4,6,11,4,-2,-3,-2,3,7,4,10,,,,,
,-875,,1,-9,1,-4,-2,-9,1,-3,3,14,2,6,-8,8,-2,-3,,,,,
,856,4,11,8,11,-11,15,1,5,-7,8,-12,,6,6,5,-2,9,,,,,
,1206,-22,-6,9,-10,-8,-3,2,-2,2,-1,-2,-8,-3,6,5,-4,-1,,,,,
,-1430,18,-1,1,3,14,-5,3,6,3,-18,1,-7,-4,2,-11,-2,-12,,,,,
,-243,-31,-3,-2,-14,9,-6,-2,-9,-10,,6,8,6,5,-5,4,1,,,,,
,45,-1,-7,-18,-12,-6,-2,5,-7,1,-1,-4,2,-2,5,15,15,17,,,,,
,-10,11,-5,-1,9,-5,-1,-7,-6,-2,7,-16,-7,4,-15,-12,6,-3,,,,,
,372,1,3,12,7,3,,14,16,,7,9,-5,8,2,-4,4,-2,,,,,
,-117,-11,11,4,-1,-4,10,-4,10,8,-9,1,6,-7,-9,6,-10,,,,,,
,-230,-1,-4,2,7,-12,5,-11,-6,2,-8,-3,1,1,2,13,-3,-5,,,,,
,323,13,8,-14,10,17,-1,4,11,-2,-5,-3,7,,2,-10,-11,-18,,,,,
,119,-14,-2,10,-19,-3,-9,-4,-5,2,6,4,4,-3,7,-6,-10,2,,,,,
,43,-18,,-1,3,,9,-10,-2,9,-8,7,-20,-8,-6,-9,2,1,,,,,
,-628,19,-11,,11,6,-16,10,-2,1,3,-6,4,-4,-5,-2,-4,4,,,,,
,745,-19,-9,1,3,6,-3,11,-3,1,-3,1,6,11,7,9,,5,,,,,
,-493,1,3,3,,-10,13,-3,3,-1,12,1,2,-4,-6,4,18,-16,,,,,
,139,-1,12,-11,-9,-14,-3,-20,-2,-9,-4,6,,6,-3,6,-8,9,,,,,
,-509,-11,2,7,-3,5,-4,5,12,-8,-8,15,-18,-11,5,-8,-9,12,,,,,
,-337,,-5,6,9,14,3,5,-13,5,9,-23,11,-5,-4,-12,12,-7,,,,,
,100,,-15,-14,-11,-2,1,,4,-5,-2,-10,-8,,-2,-7,3,-4,,,,,
,-102,11,3,-8,-3,4,12,,-4,3,-6,15,13,5,5,25,-3,1,,,,,
,153,-11,10,4,4,-2,-3,-6,-4,10,11,-3,-2,4,3,4,-1,7,,,,,
,-172,7,5,14,13,-2,10,10,3,2,6,-1,4,15,2,-7,1,2,,,,,
,1346,-2,-3,6,-11,-7,-13,2,1,-5,2,,-4,-2,5,-4,-6,-4,,,,,
,-1134,-5,-2,1,-4,2,-9,5,5,-3,-6,9,-11,-10,-5,-1,6,-9,,,,,
,222,6,-1,-5,12,2,12,-6,-3,-6,-12,-2,13,8,-7,-3,5,4,,,,,
,-30,-30,4,-3,-2,3,1,6,2,13,-2,3,2,-3,-6,6,4,,,,,,
,1171,-1,13,-1,-14,-2,2,-7,-7,-2,13,,2,11,17,-7,-1,1,,,,,
,-1247,-2,4,-1,5,2,-3,1,,7,-2,1,-4,-5,-2,5,-11,-5,,,,,
,51,25,-14,-2,-10,11,,-2,-7,-8,-6,-5,-1,-21,-7,9,-3,-7,,,,,
,79,-9,-24,-11,4,-19,-10,4,7,-13,8,1,10,4,2,3,6,7,,,,,
,-298,11,13,9,4,5,5,5,3,12,6,5,-9,2,-3,-10,9,9,,,,,
,-181,-11,5,3,2,18,8,5,4,12,,1,-15,-2,-4,7,,11,,,,,
,202,11,4,1,9,-3,-10,-8,-9,-16,-6,-7,6,3,9,-5,-7,-5,,,,,
,268,-29,16,5,6,-7,4,,8,-8,3,1,3,-6,4,-9,-7,-1,,,,,
,-703,-11,-15,-11,,2,-3,,-3,9,-4,3,1,7,-5,9,5,10,,,,,
,303,11,-7,-1,-15,-6,-8,-10,-6,10,-7,-4,-8,10,-3,3,1,-5,,,,,
,204,17,6,2,-4,-15,14,18,7,13,7,,7,-5,-2,-3,4,1,,,,,
,414,-17,6,9,11,11,-3,10,-1,-5,-9,-4,3,-2,7,1,-6,-16,,,,,
,-397,,-3,8,-6,1,3,-10,-4,-6,9,10,2,3,6,-3,6,,,,,,
,-199,-1,-13,-5,3,1,5,-17,-2,-4,3,2,13,4,-1,-6,3,-3,,,,,
,150,1,7,-9,6,-4,8,-2,4,5,-11,-10,-18,-16,-16,3,2,4,,,,,
,-359,,2,-1,-7,-2,-2,6,8,-11,2,1,-5,4,-14,5,-10,17,,,,,
,1664,-10,2,10,-2,-5,-3,9,-12,-11,5,3,17,-4,15,-18,-8,-10,,,,,
,-1892,9,-5,5,15,7,-4,-4,8,10,4,4,-3,13,4,4,,1,,,,,
,12,-10,-3,-9,-3,5,-8,-3,-2,5,-8,-6,-3,-4,4,,13,-7,,,,,
