Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Fp1 (uV),Fp2 (uV),F3 (uV),Fz (uV),F4 (uV),T3 (uV),C3 (uV),Cz (uV),C4 (uV),T4 (uV),P3 (uV),Pz (uV),P4 (uV),O1 (uV),O2 (uV),Ref,AccX (mg),AccY (mg),AccZ (mg),Event A, Event B
,422,-16,7,-8,-4,-2,-1,3,3,1,-1,5,-7,-8,-6,2,4,-11,,,,,
,151,-21,-4,7,-2,-2,,,2,-2,4,-1,6,-5,-1,7,-4,11,,,,,
,-289,6,-1,-2,-1,-1,13,3,-7,-12,5,,1,8,-13,10,-2,17,,,,,
,324,15,2,9,7,2,7,-6,-5,8,-6,2,2,2,19,1,-1,,,,,,
,-400,-21,2,-9,-2,9,-10,,4,9,-12,-10,6,5,2,5,3,-3,,,,,
,1183,-13,2,-3,-10,-8,-17,-3,9,-3,15,-8,-14,-3,-10,1,-24,-1,,,,,
,-948,17,-6,7,-5,,5,-6,-10,1,6,5,,-1,9,-9,7,-12,,,,,
,917,7,11,1,9,5,11,7,3,-4,8,13,12,3,2,9,9,1,,,,,
,-498,-20,-4,-6,1,-6,,7,6,-3,-12,-7,-1,1,4,-7,3,6,,,,,
,81,1,-1,3,-2,-5,4,9,-2,12,-9,,,-4,-1,-2,6,-8,,,,,
,-1234,11,2,20,-2,-12,-9,,-3,-6,10,-4,-3,1,,-7,-6,-2,,,,,
,-44,-2,-4,-12,9,2,3,-10,10,7,-1,8,-13,2,-4,,14,5,,,,,
,55,-24,6,-5,-1,1,-12,-7,-3,-16,-8,-4,-2,,-12,-5,-11,,,,,,
,,-4,,1,-4,,-3,-11,-7,-7,9,16,9,2,15,10,-6,5,,,,,
,88,19,-8,-4,,8,-2,-2,-13,10,2,-7,6,-7,10,10,11,4,,,,,
,-103,-3,-4,-4,,4,5,,6,-3,-17,-9,,,1,-4,-1,-14,,,,,
,-46,-17,10,6,-1,8,5,5,4,2,-1,2,-4,9,-7,3,-9,8,,,,,
,-48,-1,3,11,6,7,8,14,,6,21,,9,,-3,1,7,13,,,,,
,845,,-6,-10,-3,-7,-5,-6,4,1,5,3,-10,4,-4,-22,-8,-14,,,,,
,-576,-5,-9,-8,-3,-5,-8,7,-13,-17,3,2,,-4,-7,6,-1,9,,,,,
,-180,-9,,3,-4,-7,12,3,4,-7,-14,-5,-2,-5,6,,9,,,,,,
,-100,13,13,7,8,4,-3,-9,4,15,8,4,7,7,1,9,-4,4,,,,,
,1284,-13,1,-7,-2,3,-6,4,8,9,-6,-6,3,3,-1,-1,1,-6,,,,,
,-1251,13,8,,-8,2,5,-11,-8,-6,-12,-5,-16,-2,7,,,-13,,,,,
,36,-28,-5,7,-4,10,4,,-2,3,5,,-4,8,-4,-2,2,2,,,,,
,-36,-3,-6,-12,,-11,-3,5,10,1,-3,-11,5,-9,-11,6,-2,,,,,,
,-74,3,8,9,10,14,6,6,3,5,8,7,10,-7,6,-2,-6,-7,,,,,
,78,20,2,5,8,-13,-2,-9,-10,4,-11,-1,,-14,-8,-7,-5,2,,,,,
,-116,-21,-6,7,-7,2,2,-6,-3,-8,-1,7,-3,13,-3,-2,11,7,,,,,
,259,-12,-6,-1,4,13,,13,6,,16,5,-2,1,12,,-3,-4,,,,,
,49,2,,7,3,-8,3,9,-3,-2,-6,,-4,9,-2,4,-1,2,,,,,
,672,11,-5,-15,-22,-9,-10,-13,-10,-3,1,7,-2,-7,6,10,11,-1,,,,,
,220,3,-4,-6,9,4,-2,3,7,3,5,-7,15,7,-1,-6,-5,11,,,,,
,-353,-16,6,-2,11,,-2,1,-2,4,-6,-6,8,-14,-5,-11,-5,-7,,,,,
,707,1,1,5,-10,-19,1,4,-2,-5,-3,6,-3,3,4,7,12,-1,,,,,
,-91,11,-3,-9,-1,,-5,-8,-3,-8,5,5,-5,9,3,11,6,4,,,,,
,-355,-30,1,6,,11,11,17,10,4,4,-8,-10,-9,1,-13,-13,-13,,,,,
,-418,19,8,11,6,5,2,-9,15,11,-3,5,6,6,-1,5,-5,16,,,,,
,450,-21,4,-9,3,1,-9,-10,-6,-10,2,9,8,-5,3,2,3,11,,,,,
,-489,16,-3,2,-2,-3,-1,6,-1,-2,2,-6,-3,6,9,-2,13,-12,,,,,
,1056,-15,,-7,-17,-4,5,7,-8,6,3,-5,-6,-4,-14,-2,-9,-1,,,,,
,-1119,2,-9,-3,,8,12,-5,7,-4,2,1,10,3,2,-4,2,-6,,,,,
,976,4,3,4,13,2,-7,-14,15,6,-13,-8,-9,3,-4,,-10,-16,,,,,
,-174,-8,-3,2,1,13,-2,7,-17,12,-6,-3,-3,6,-9,12,-6,16,,,,,
,-99,-1,5,3,-1,-4,-3,,-9,-3,3,3,2,-10,2,-3,2,10,,,,,
,31,2,-1,-10,,-16,-7,-1,-13,-17,3,-4,-3,-4,5,4,11,11,,,,,
,-87,2,-10,-2,,-10,7,1,12,-12,13,7,7,-1,7,1,15,-10,,,,,
,-700,-2,13,11,5,-2,-3,4,5,12,-10,2,-4,2,-10,-10,-11,-10,,,,,
,29,-1,7,1,7,11,-1,4,6,8,3,-1,-5,-8,2,-4,5,3,,,,,
,-113,-17,-8,-7,-6,8,7,1,-9,5,3,4,-13,5,12,8,-17,,,,,,
,850,,6,2,5,-13,-5,-6,14,4,-5,11,9,21,1,-4,3,-3,,,,,
,-706,,-3,2,-6,7,-8,-9,11,1,7,-15,,-13,,,5,-5,,,,,
,766,,-17,-3,-3,-4,3,5,-16,-5,-5,3,,-13,-8,-8,-10,,,,,,
,-38,,55425,55441,55481,55512,55416,55465,55478,55486,55496,55535,55562,55572,55477,55522,55581,55561,,,,,
,256,,222792,222908,223140,223278,222817,223003,223168,223184,223161,223318,223442,223382,223020,223205,223450,223309,,,,,
,1802,,55981,56010,56082,56123,56012,56061,56098,56102,56081,56133,56175,56138,56036,56085,56157,56120,,,,,
,-2401,,-2,-1,-7,-14,-8,-5,-3,2,4,14,5,23,4,,9,18,,,,,
,48,2,-9,,8,8,-15,,,-10,-3,-3,-8,-12,8,10,7,-12,,,,,
,573,-25,-2,-4,-1,-9,2,-7,1,-7,-2,-1,1,-5,18,3,-3,-6,,,,,
,1548,-1,3,4,1,-6,21,,,6,19,6,-7,2,-15,5,14,12,,,,,
,-1679,-17,-2,-2,5,13,-3,18,16,11,-15,-6,,-12,-7,,-7,-1,,,,,
,-397,-2,16,3,-9,9,-3,-5,-5,3,3,-8,-3,5,11,-2,-4,2,,,,,
,147,19,-18,2,-7,-12,-9,-11,-14,-12,4,11,3,12,-2,-1,2,-2,,,,,
,-618,-18,-4,6,14,-1,2,6,-3,7,-5,-4,3,,-3,-4,-11,-7,,,,,
,568,35,7,-11,2,1,3,8,11,7,-10,-1,-9,-11,-14,,-3,4,,,,,
,-303,-17,4,-5,-1,7,3,7,5,-1,2,3,3,-1,2,1,2,-7,,,,,
,-425,-27,4,-4,7,-10,,-6,-8,-7,4,1,7,16,11,4,-1,6,,,,,
,-272,-7,3,9,-3,,-6,1,,1,-6,1,16,-10,-9,-8,-4,-3,,,,,
,287,18,-13,1,-9,2,5,-1,8,5,9,3,4,-4,,-2,12,6,,,,,
,294,-3,,7,4,-5,7,-4,-5,2,8,2,-9,4,2,12,6,8,,,,,
,40,-9,9,-14,-4,12,-9,,8,,,12,2,3,19,-2,1,-16,,,,,
,142,11,8,1,2,16,-6,-1,-9,1,-2,-4,-2,2,-12,,3,7,,,,,
,-239,-15,-14,6,,-14,-9,-4,-12,-16,-12,-17,-7,-12,-6,-8,5,-4,,,,,
,372,,,5,-6,-13,19,8,7,6,-4,-2,-1,10,-12,-1,-20,-2,,,,,
,180,3,-5,2,13,12,-10,-1,8,-1,2,-8,-10,-9,,8,-2,-6,,,,,
,730,-3,16,3,3,-5,6,-7,,-7,-8,13,-1,-6,11,-2,-4,-2,,,,,
,-435,4,5,-2,-14,,-1,2,-3,7,9,2,-6,6,,-3,-7,-12,,,,,
,-1166,-21,-12,2,10,9,4,8,11,8,-10,-6,5,-5,1,-9,4,13,,,,,
,174,1,-9,-2,-8,11,-5,,2,,8,-1,7,5,7,15,5,5,,,,,
,94,-15,,-7,-4,-17,-3,-11,-11,-25,13,10,2,19,7,-5,11,2,,,,,
,284,-1,22,1,7,-4,-3,1,-5,7,4,-1,5,-12,-11,,1,13,,,,,
,-357,16,4,,4,6,13,4,1,15,-5,-1,1,-2,-5,-4,-7,-1,,,,,
,1094,-3,-5,-5,9,-1,-9,10,-3,4,-2,4,1,-1,-3,1,-7,-7,,,,,
,-745,8,-16,4,-4,-6,3,2,11,-1,1,3,5,2,-1,2,-1,-5,,,,,
,2284,-20,-1,,,8,6,-6,5,2,2,10,-9,-7,5,3,9,3,,,,,
,-2064,-17,9,3,-17,-8,,-6,-5,-2,-4,-2,-1,11,,-5,1,1,,,,,
,-470,-1,-6,-8,7,2,2,,-6,-4,-1,-13,-5,,4,8,3,1,,,,,
,-163,-1,10,-3,10,1,-3,-13,-8,-2,-11,9,8,2,-1,-1,-10,-2,,,,,
,514,22,-8,,-1,-6,-5,-1,-1,-5,15,4,3,-8,-4,3,-1,-1,,,,,
,-324,-20,-12,4,-8,-7,-9,9,14,-9,-8,-3,-12,-9,3,-9,-5,-4,,,,,
,49,15,12,10,-3,9,-1,5,-7,9,-10,1,4,15,12,6,6,10,,,,,
,-76,-18,-5,3,2,-5,,13,7,2,6,-15,6,-5,-11,-10,8,-2,,,,,
,2,1,8,-11,10,-1,8,-12,-1,-3,4,1,-8,-4,-8,-4,-7,-11,,,,,
,-234,1,5,9,10,8,-6,-6,-3,7,-10,7,5,-5,4,14,9,3,,,,,
,443,5,-5,16,-2,6,3,-2,,5,23,-13,-5,4,5,11,2,13,,,,,
,-121,-11,3,-14,-17,-10,2,8,-1,-10,1,-1,11,11,1,7,1,2,,,,,
,1315,-10,-11,-6,-1,-4,3,-6,11,-4,1,-3,-11,-7,-8,-7,-9,-8,,,,,
,-1489,16,9,-3,1,5,-7,-5,-1,9,-11,2,-5,-11,14,-8,-3,-4,,,,,
,83,-17,-6,4,-8,2,3,8,-5,-2,-4,-6,4,2,-4,-2,-8,-1,,,,,
,-66,11,-9,7,2,-6,-8,3,-17,-17,8,2,1,6,-12,-8,-2,-10,,,,,
,-237,,9,-12,3,1,12,-2,8,11,-8,2,3,8,4,5,23,3,,,,,
,990,1,-1,2,2,1,6,6,,8,7,3,,-10,-3,3,-2,7,,,,,
,-533,1,-2,3,-15,7,-16,1,2,-7,3,8,4,,5,-4,-5,5,,,,,
,561,3,11,-10,11,3,-3,7,2,8,1,-1,-9,,2,-3,3,-1,,,,,
,-639,-12,-5,-1,10,-8,5,-5,-9,-1,-1,-2,2,,-5,11,8,1,,,,,
,3710,1,4,13,-9,7,3,-3,5,-3,-5,2,,-2,-7,-9,-5,-3,,,,,
,-3700,11,-4,-3,-4,-7,-4,-17,3,1,3,-8,-2,6,,-4,-10,-5,,,,,
,-36,-30,,-17,2,-1,-5,8,8,,-5,11,-2,1,7,4,-6,,,,,,
,-265,,9,13,17,11,5,-6,-3,10,10,2,12,-6,4,7,18,12,,,,,
,823,13,,-14,-15,-8,7,8,1,-3,1,1,9,8,4,12,-4,8,,,,,
,-392,7,-10,-3,-11,-11,-15,-6,-5,-17,-13,-16,-5,1,,-13,-15,-13,,,,,
,-194,-19,-2,-3,,5,10,-17,8,3,-4,-2,3,-13,-7,-3,12,-6,,,,,
,913,2,-15,11,12,4,2,15,-10,7,-2,7,-2,8,5,1,4,12,,,,,
,-60,-1,13,6,,7,-2,12,10,8,1,-3,-15,2,-16,1,,4,,,,,
,-720,-2,,,-3,-5,-2,-4,-7,-9,5,6,-7,-6,9,-6,-13,-6,,,,,
,315,1,,1,-11,-9,5,-4,-11,1,9,2,6,11,12,5,,-3,,,,,
,-394,-1,,1,-2,7,-1,1,8,10,5,,1,7,-4,-5,11,3,,,,,
,-121,2,-1,1,8,-7,8,2,-20,-3,-4,-3,-10,-4,-1,8,-3,-8,,,,,
,306,-34,6,6,12,4,-2,4,27,6,-9,-12,9,-3,-9,-8,,-2,,,,,
,179,24,8,-7,4,3,-6,-6,2,-2,-2,10,8,5,-6,6,-5,9,,,,,
,-707,-24,-7,-7,7,2,1,-1,-7,-13,5,6,8,-6,6,,6,,,,,,
,342,8,4,10,-14,5,-5,-8,-9,-13,-5,-3,-6,-2,-12,-6,5,,,,,,
,-254,,,-4,-11,-1,-3,10,-6,9,5,-13,2,-1,13,,-9,,,,,,
,374,-8,7,8,7,4,6,20,6,11,-8,,-6,17,8,4,9,-3,,,,,
,67,-11,-10,-4,,4,5,-7,7,4,-4,25,-9,-16,-2,4,-5,-6,,,,,
,-44,17,3,-7,-2,-10,-5,-6,7,1,4,-3,2,-13,7,1,-3,15,,,,,
,471,-4,5,1,13,-8,14,-10,-4,-7,3,3,6,5,-10,-7,,-5,,,,,
,-905,1,-10,11,-1,10,3,3,5,12,15,3,1,-3,7,14,,-9,,,,,
,1055,3,2,13,10,5,-1,10,14,,-6,-28,-6,-3,-2,-9,3,1,,,,,
,-757,-3,8,-11,-8,-4,-4,,-12,-10,1,9,-2,-1,-3,3,7,8,,,,,
,440,-13,-7,-7,-4,12,-13,-4,-8,12,-15,1,8,-2,4,-4,-4,-8,,,,,
,-349,-14,,3,-2,-5,,9,,-8,6,7,17,10,-2,-9,7,,,,,,
,-745,-5,2,8,-13,-7,13,,5,-6,-1,-9,-12,11,6,4,-11,2,,,,,
,219,,-2,-11,5,-7,-6,-11,,-1,-6,2,-1,-12,-5,9,1,-1,,,,,
,143,-3,-3,,10,10,-3,-5,-7,3,6,8,2,3,9,3,,-2,,,,,
,-61,3,7,-11,-7,-6,-6,9,-9,-5,6,-2,1,6,-3,7,12,13,,,,,
,-46,-12,-5,9,-1,-2,12,14,6,8,5,-3,-7,,-7,-5,-12,-2,,,,,
,-299,,2,,-4,-12,-10,-13,3,-7,-8,-4,-6,-11,-10,-5,-3,-7,,,,,
,246,9,-4,,2,19,-2,-4,-3,5,8,-2,-4,-9,14,-8,-5,-12,,,,,
,817,7,-3,14,17,2,13,5,-3,-2,4,-2,8,10,4,6,-2,1,,,,,
,-390,-3,13,-10,4,1,1,-2,10,-5,-16,6,-6,,-8,9,7,-2,,,,,
,497,-30,-10,-3,-13,-8,,2,3,-2,-2,6,10,3,-5,-9,5,12,,,,,
,-606,-4,-12,8,7,-2,-8,-4,-2,6,4,,12,4,-8,-10,-9,5,,,,,
,142,20,2,-12,-6,-8,-4,-3,,2,-6,-4,,-2,1,13,6,-6,,,,,
,2034,-12,-3,8,-14,-1,9,-1,-7,-10,6,-6,-17,2,18,5,8,1,,,,,
,-2584,32,13,4,18,12,-4,8,4,,5,1,6,8,-5,-8,-8,-4,,,,,
,17,-36,4,15,2,4,,4,13,3,-10,3,-4,-8,-6,-12,-2,-8,,,,,
,335,-14,-7,-16,-14,-9,-2,-8,-16,-6,1,3,1,-6,8,6,9,10,,,,,
,1288,1,8,-4,-3,-1,,6,-7,11,,-5,3,8,-10,4,-10,10,,,,,
,-795,-1,-5,3,3,-4,,-6,6,,8,-2,-6,-3,,6,-11,2,,,,,
,304,10,-8,2,-3,-5,-3,-6,10,2,-5,-4,-1,-6,-3,-3,12,-15,,,,,
,-456,,8,-9,7,16,12,12,1,4,5,9,-1,8,16,2,7,5,,,,,
,46,-9,4,10,3,5,6,1,,5,-9,-3,-3,6,-1,-5,-7,7,,,,,
,16,,-6,-8,-3,-10,-10,-6,-14,-10,-4,-1,2,4,1,5,8,-12,,,,,
,120,-15,9,-5,8,-4,-7,-10,,5,8,-1,2,-13,-8,-11,-13,-1,,,,,
,141,-7,-5,17,9,5,-9,4,14,1,11,8,8,7,4,3,-12,11,,,,,
,612,4,-8,-12,1,2,3,-1,-10,-13,-1,,2,2,8,12,24,10,,,,,
,-1309,18,1,7,-8,2,7,12,,12,,,-10,-9,-3,-6,3,-14,,,,,
,127,-17,,-12,-2,-3,6,-16,-2,-3,-4,-18,-12,-8,-13,-13,-18,-16,,,,,
,-349,-5,-1,-10,-2,-6,-10,-6,1,-12,-8,11,-2,-8,2,4,7,13,,,,,
,271,5,6,12,4,7,1,15,7,3,-5,-1,8,8,15,8,3,18,,,,,
,547,-5,-11,,-6,-10,1,-5,-17,-3,8,3,9,13,-2,-7,3,1,,,,,
,126,8,13,-5,1,-9,-6,4,2,9,-10,2,-3,-3,-8,-10,,-25,,,,,
,-1025,-5,-5,-2,-16,2,4,6,-5,2,21,-9,,-2,9,15,6,8,,,,,
,726,,-2,9,-4,17,8,-21,13,4,6,1,2,4,5,-1,-1,10,,,,,
,-360,-3,-5,-1,17,-1,-12,-2,,-2,-13,4,-1,-7,-13,-8,-20,-6,,,,,
,-563,-9,,-1,8,9,9,12,9,-3,,3,-2,-3,-1,3,4,5,,,,,
,776,1,9,9,-4,-11,5,11,5,5,3,18,-1,8,-5,-4,3,-1,,,,,
,515,-18,11,-5,1,-6,-6,-11,-7,-2,1,-1,5,-2,-8,4,9,-4,,,,,
,-637,-2,-3,6,-9,9,2,8,-17,,-3,-5,6,7,16,5,-7,-1,,,,,
,847,18,-4,8,6,6,12,-2,9,4,6,-4,,-5,-6,7,-9,8,,,,,
,-449,-12,-4,-15,-10,2,-1,-3,8,,2,-4,3,-1,3,-3,2,5,,,,,
,-191,-7,-9,-8,-8,-11,-20,-2,-2,-5,-10,-7,-13,6,-2,-4,-1,-8,,,,,
,-84,-9,-4,5,7,2,-10,-8,-1,-11,-14,2,7,-4,-9,-7,6,3,,,,,
,-396,9,3,3,9,2,15,6,5,,1,7,1,-10,11,2,3,-8,,,,,
,319,4,9,-3,6,-5,3,7,8,6,19,6,-7,19,5,2,9,2,,,,,
,-257,-14,9,5,-7,7,,2,-7,1,-11,-9,-9,2,2,13,-1,6,,,,,
,526,2,-2,15,-5,7,5,-7,2,4,-6,-4,13,-1,-4,-3,-5,-10,,,,,
,-345,,-10,-15,-6,-1,-2,-3,-7,-8,16,-9,-3,-7,-9,-9,-5,8,,,,,
,370,1,8,3,13,-3,9,2,2,6,-5,4,5,-9,-15,2,-5,-10,,,,,
,936,-1,-1,-13,-8,-6,-2,10,-13,-2,-8,-2,-6,6,1,,-5,1,,,,,
,-1197,-16,-55421,-55432,-55484,-55513,-55421,-55459,-55484,-55500,-55486,-55523,-55566,-55560,-55467,-55504,-55563,-55541,,,,,
,-140,-22,-222782,-222900,-223121,-223263,-222809,-223021,-223160,-223177,-223173,-223327,-223423,-223387,-223018,-223224,-223467,-223314,,,,,
,279,3,-55983,-56015,-56095,-56115,-56005,-56065,-56093,-56102,-56083,-56131,-56173,-56127,-56040,-56097,-56143,-56125,,,,,
,244,14,-6,7,,-17,6,10,-5,10,4,-4,-15,-8,-5,-1,-8,-6,,,,,
,-914,,,-11,-8,-4,-8,8,-2,-8,-2,-10,1,-4,-5,8,-5,-2,,,,,
,1206,-1,4,1,1,6,-4,1,8,2,3,14,4,-11,6,6,9,4,,,,,
,1713,1,16,11,5,17,16,1,5,-3,6,-17,10,2,9,-17,1,-11,,,,,
,-2566,-1,-12,-11,5,-6,-10,-10,-2,-7,-1,1,-6,-2,-12,2,-4,,,,,,
,820,-29,-9,-2,-1,-13,-4,-9,-10,,-1,15,1,2,-3,-1,7,10,,,,,
,-450,4,8,7,-8,3,8,5,1,-5,3,,1,,1,8,2,1,,,,,
,-208,-4,8,5,8,-2,-3,-1,2,7,-1,-9,4,3,8,6,-7,-14,,,,,
,29,-5,-11,-5,3,2,8,5,5,6,-12,3,-3,1,-4,-17,-12,-7,,,,,
,606,8,7,-2,5,6,1,6,-7,4,3,4,2,4,12,8,10,18,,,,,
,3822,-12,-4,7,-1,6,-3,-1,3,-1,-3,-16,2,7,2,6,9,5,,,,,
,-2375,-9,5,2,5,3,-2,11,-5,-3,9,1,6,-3,1,,5,-1,,,,,
,-2161,-1,9,-6,-9,-6,-2,-5,-1,-10,-8,9,1,-10,-13,,-4,-2,,,,,
,40,6,-12,-15,-6,2,-11,-18,6,6,,,-7,2,4,1,-10,-2,,,,,
,-266,16,3,18,14,7,8,7,7,2,2,,-5,6,3,1,2,-1,,,,,
,56,-3,3,-3,-6,-8,4,10,-7,5,7,-3,-7,-7,-1,-14,-1,,,,,,
,897,-13,-6,-5,-10,1,-5,-8,-8,-5,3,5,12,8,2,1,-1,3,,,,,
,-1016,,6,-4,-4,-15,-5,-4,3,2,-11,-4,-3,-6,4,-4,9,1,,,,,
,-15,-22,-5,11,4,1,5,10,4,-7,5,1,-7,-15,-13,7,-1,-12,,,,,
,184,3,-5,-1,11,16,6,-5,,7,,,15,17,13,10,-4,2,,,,,
,159,,4,-2,-5,-2,5,7,,-1,-5,,4,8,-4,-4,-14,8,,,,,
,-255,1,1,10,-5,-17,3,-4,-8,10,-7,1,-14,-14,,-5,12,4,,,,,
,906,,-5,,2,10,-8,6,1,2,11,-11,-5,-2,6,2,6,-14,,,,,
,-646,-4,2,-5,,-1,4,-6,11,-7,,15,2,-6,-6,-3,-7,1,,,,,
,1477,,11,-15,1,-11,-4,,3,-2,-3,14,10,7,-2,7,4,8,,,,,
,-2016,-9,-1,6,-16,14,-3,-6,-8,-14,-5,-13,-7,-6,-1,-6,-4,-10,,,,,
,909,13,-4,-1,12,-5,1,5,-8,6,9,-15,1,1,5,4,3,1,,,,,
,460,,-15,-7,-1,-18,-4,-9,12,-3,-5,4,,5,-3,1,-17,2,,,,,
,-331,-13,11,,8,12,,8,3,9,6,3,5,8,-1,-1,8,-4,,,,,
,-578,-21,1,9,6,13,-8,-7,-7,10,-7,3,-9,5,3,5,6,3,,,,,
,256,4,2,4,-3,-7,11,-7,-10,,-3,-5,-10,-1,-8,-1,-16,6,,,,,
,-206,17,3,-1,-6,-5,7,20,14,-6,9,5,19,-6,10,2,15,3,,,,,
,740,-19,-6,-9,2,,-5,-2,5,-7,-3,,,-1,3,-9,2,2,,,,,
,-122,-2,6,11,-3,1,-15,2,-7,-5,-1,9,7,1,-5,1,11,2,,,,,
,-374,-11,,4,5,11,4,-2,-8,9,-2,,-4,8,-1,9,1,3,,,,,
,-767,2,2,-10,-8,-3,7,-15,2,-4,-1,,-12,-11,-5,-7,-7,-12,,,,,
,1354,12,-7,-4,5,-10,8,3,1,-7,-8,-9,8,-8,6,-12,-6,-9,,,,,
,-1140,-3,-1,17,6,18,9,12,8,-1,5,11,7,15,-2,14,3,18,,,,,
,-343,2,,-3,-16,-14,-5,3,-4,-4,6,-7,-14,5,-9,-5,-8,-7,,,,,
,1007,1,,-2,8,4,-11,1,8,2,,-2,10,-6,4,-8,8,-3,,,,,
,-220,-55,-5,-11,2,3,6,-1,-9,2,1,-1,7,-1,8,12,3,1,,,,,
,-447,,6,7,-4,-8,-6,6,-13,-2,11,-6,-15,-11,-5,-2,-11,4,,,,,
,-205,43,,-5,2,-7,5,-4,4,-2,-12,9,-6,9,-7,-11,-2,-7,,,,,
,130,,2,-9,-7,17,-2,-9,16,12,2,-11,-6,,10,7,1,-3,,,,,
,-195,-1,-3,12,4,3,-3,6,-7,-6,,4,18,-7,-8,-12,-1,2,,,,,
,365,-13,5,-5,11,-3,4,-4,-1,4,-7,-7,2,5,-7,8,4,,,,,,
,-498,-6,2,10,-11,9,5,-3,5,5,4,,-16,-1,14,15,-5,1,,,,,
,87,-34,-5,6,3,-13,4,8,6,-3,-2,4,11,3,7,-11,8,,,,,,
,-89,35,5,2,-4,,-7,-1,-7,,-1,-6,,3,-19,-5,-3,14,,,,,
,-164,-24,3,-11,11,-2,-3,,7,-7,6,-4,-6,-7,-5,10,-4,-9,,,,,
,834,-11,,-2,1,6,-9,-12,-6,6,9,18,10,7,17,2,5,4,,,,,
,686,1,-6,5,-5,1,-2,,2,-4,-7,-6,2,,2,-4,10,-9,,,,,
,-807,-23,-5,,8,-1,-2,18,3,10,-12,4,-5,,-1,-13,,2,,,,,
,-291,21,1,-8,-11,-7,6,-5,1,4,10,17,9,6,,3,-6,10,,,,,
,202,-19,-5,-2,-3,4,2,-11,-7,-6,-3,-15,-3,-2,4,16,1,-13,,,,,
,21,,10,10,12,8,5,1,-1,-5,-7,-10,-8,-16,3,-1,-5,,,,,,
,-79,-12,6,9,-5,-3,-1,14,-1,2,2,-10,5,2,-15,-8,-5,6,,,,,
,30,1,-5,-6,-4,-10,-4,-14,1,7,5,17,-1,6,-7,5,5,8,,,,,
,81,3,-5,7,3,14,12,,-5,1,6,,-9,-1,8,-2,5,4,,,,,
,37,-3,2,-18,-1,-3,-6,4,9,-9,-6,3,24,-4,1,1,-9,-3,,,,,
,-461,-6,-4,,-2,-10,6,6,-1,6,5,-3,-16,-8,3,-1,7,-1,,,,,
,-41,17,15,11,8,,-2,-2,-1,-2,-9,3,-8,2,-4,-6,,-8,,,,,
,522,3,-1,-8,-4,6,-9,1,-7,-3,-10,-14,10,3,-14,3,-10,-8,,,,,
,157,-14,-3,8,-1,-2,-1,-5,2,2,12,4,-12,3,1,-9,6,,,,,,
,-728,3,-9,-5,21,-6,-2,6,4,-5,7,8,3,-1,17,2,7,15,,,,,
,291,-3,-2,1,-7,21,13,5,-2,6,-6,5,-1,-7,-10,9,-1,-24,,,,,
,-403,-17,7,-10,-21,-12,-5,-3,-12,-1,-5,-3,-4,2,3,,-5,15,,,,,
,-25,19,1,5,-4,-15,-8,-6,13,1,10,-8,17,17,15,3,7,10,,,,,
,-107,-21,-7,-7,8,3,8,1,,-13,,6,1,7,-5,4,-6,-6,,,,,
,2693,,-2,5,5,13,-6,5,10,-8,4,-2,-16,-11,-15,-8,-1,-5,,,,,
,-2043,-12,-2,12,2,1,15,-2,-1,14,-7,-4,,5,,-2,8,,,,,,
,1914,2,3,-6,4,-3,3,4,-3,-1,-7,6,4,-5,4,8,,-2,,,,,
,-2251,32,6,8,-9,-4,-20,-4,-10,,12,2,15,-2,1,8,-4,,,,,,
,569,-23,-1,-8,3,,4,-5,4,15,-3,3,3,-6,7,-9,,2,,,,,
,-161,-10,2,-11,4,1,-1,9,-5,-1,15,2,2,-2,10,6,-5,18,,,,,
,310,11,-3,,-3,-6,-1,1,13,-7,-2,-2,-5,7,-9,8,4,-10,,,,,
,-791,-11,2,9,-13,-2,3,9,-8,-6,-13,-3,-13,-8,,-2,3,-5,,,,,
,106,,3,7,14,9,6,-5,7,4,-8,,-3,-1,2,-12,1,-5,,,,,
,1118,2,,-12,-7,3,,-12,-6,,-2,10,12,8,10,,-1,-3,,,,,
,-393,-20,-7,,-3,-7,-5,-3,-1,1,5,-2,-6,2,-6,13,-3,9,,,,,
,-460,17,-1,7,,4,-1,-2,12,4,10,-6,1,5,-9,-9,,9,,,,,
,-10,-20,-7,-8,5,10,-8,,-12,-2,-7,-7,-9,-5,-5,7,8,-6,,,,,
,-47,1,-1,-2,-10,-5,10,15,-2,4,,-1,9,-9,10,2,-9,-13,,,,,
,1492,-11,8,5,1,-6,-4,-4,-4,5,11,12,10,3,,-6,10,11,,,,,
,-1820,10,4,3,13,-11,-9,-4,6,-6,3,-4,-2,13,9,9,8,,,,,,
,31,-4,-3,-3,-3,5,3,-12,3,-7,3,16,10,3,4,-9,-2,-4,,,,,
,-469,3,2,-5,-16,8,5,3,1,5,-13,-6,-12,-10,-18,-20,-20,-2,,,,,
,813,-9,3,9,21,,-2,10,-12,-1,-2,-19,-9,-8,,3,-6,-1,,,,,
,2622,1,2,5,5,6,13,5,19,8,2,6,16,10,6,23,14,5,,,,,
,-1965,2,-2,-7,-5,-2,7,-5,-6,-13,6,10,,13,6,-4,7,2,,,,,
,-907,-3,-4,-5,-8,-7,-13,-5,-15,-1,-5,-14,-16,-20,-9,-22,-20,,,,,,
,495,1,-1,2,-5,-3,,-6,,9,-1,7,5,15,7,23,8,3,,,,,
