Packet No,App TimeStamp,Sensor TimeStamp,Fp1 (uV),Fp2 (uV),F3 (uV),Fz (uV),F4 (uV),T3 (uV),C3 (uV),Cz (uV),C4 (uV),T4 (uV),P3 (uV),Pz (uV),P4 (uV),O1 (uV),O2 (uV),ref (uV),AccX(mg),AccY(mg),AccZ(mg),Event A,Event B
,4203,-3,-480,-795,-457,-7078,,,,,,,,,,,,-15,,,,,
,-3849,29,-1827,-5888,-9329,-19909,,,,,,,,,,,,1,,,,,
,1457,-29,-442,-1141,-2177,1557,,,,,,,,,,,,-1,,,,,
,-1143,-9,25,33,-417,3300,,,,,,,,,,,,1,,,,,
,119,-4,468,1279,1999,2907,,,,,,,,,,,,11,,,,,
,3931,15,1796,5189,9011,9821,,,,,,,,,,,,2,,,,,
,-3838,11,407,1347,2465,2070,,,,,,,,,,,,-8,,,,,
,-233,-28,-8,15,-373,5151,,,,,,,,,,,,-8,,,,,
,-409,10,-429,-1186,-2393,-11,,,,,,,,,,,,6,,,,,
,-24,2,-1770,-5180,-8492,-15802,,,,,,,,,,,,-3,,,,,
,-129,-11,-454,-1475,-1769,-10204,,,,,,,,,,,,14,,,,,
,-218,9,-42,-57,287,-2694,,,,,,,,,,,,-8,,,,,
,175,7,437,1251,1744,8641,,,,,,,,,,,,-7,,,,,
,-129,1,1820,5282,8070,18989,,,,,,,,,,,,-4,,,,,
,70,-31,483,1471,2109,4271,,,,,,,,,,,,2,,,,,
,-57,,5,-61,525,-5553,,,,,,,,,,,,12,,,,,
,265,4,-503,-1325,-1728,-6397,,,,,,,,,,,,-3,,,,,
,-99,-4,-1807,-5183,-8778,-10404,,,,,,,,,,,,1,,,,,
,-3,-1,-410,-1359,-2678,-1012,,,,,,,,,,,,2,,,,,
,-70,3,31,79,-63,76,,,,,,,,,,,,-5,,,,,
,-47,-4,442,1120,2562,-2097,,,,,,,,,,,,-4,,,,,
,-28,2,1742,5184,8798,12309,,,,,,,,,,,,5,,,,,
,29,1,434,1461,1866,9472,,,,,,,,,,,,-3,,,,,
,559,-2,21,12,-458,3606,,,,,,,,,,,,-3,,,,,
,581,-23,-405,-1204,-2169,-3402,,,,,,,,,,,,5,,,,,
,1276,-3,-1807,-5368,-8092,-21373,,,,,,,,,,,,5,,,,,
,-2157,26,-475,-1003,-990,-5933,,,,,,,,,,,,-9,,,,,
,3313,-29,-19,-497,-1350,2804,,,,,,,,,,,,,,,,,
,-2887,3,480,1420,1995,7927,,,,,,,,,,,,4,,,,,
,-585,-16,1826,5315,8349,15621,,,,,,,,,,,,2,,,,,
,279,,447,1349,2666,-732,,,,,,,,,,,,-4,,,,,
,213,16,-42,-58,390,-3495,,,,,,,,,,,,-3,,,,,
,-268,-3,-463,-1263,-2396,1168,,,,,,,,,,,,7,,,,,
,-121,-13,-1769,-5172,-8814,-11519,,,,,,,,,,,,-4,,,,,
,,-1,-399,-1323,-2389,-4259,,,,,,,,,,,,10,,,,,
,-87,1,-26,-48,475,-5069,,,,,,,,,,,,-10,,,,,
,-212,-31,427,1163,2468,-295,,,,,,,,,,,,-5,,,,,
,200,9,1781,5252,8136,19999,,,,,,,,,,,,7,,,,,
,25,4,466,1430,1793,8399,,,,,,,,,,,,10,,,,,
,46,3,23,94,-136,508,,,,,,,,,,,,-5,,,,,
,1668,-16,-459,-1294,-1569,-8443,,,,,,,,,,,,-4,,,,,
,-1754,,-1855,-5323,-8055,-19449,,,,,,,,,,,,-6,,,,,
,75,-19,-453,-1369,-2539,-116,,,,,,,,,,,,6,,,,,
,316,2,34,19,-435,4015,,,,,,,,,,,,-1,,,,,
,116,,508,1308,1938,4108,,,,,,,,,,,,-5,,,,,
,-190,16,1793,5167,8872,10618,,,,,,,,,,,,6,,,,,
,-144,-26,406,1356,2666,212,,,,,,,,,,,,1,,,,,
,2733,8,-28,28,-269,4257,,,,,,,,,,,,-10,,,,,
,-2509,-11,-434,-1229,-2486,782,,,,,,,,,,,,3,,,,,
,-299,8,-1764,-5159,-8625,-14776,,,,,,,,,,,,3,,,,,
,-125,3,-446,-1665,-2245,-10143,,,,,,,,,,,,5,,,,,
,108,-33,-31,587,1690,-1913,,,,,,,,,,,,7,,,,,
,-228,22,440,638,661,5346,,,,,,,,,,,,-12,,,,,
,205,-19,1818,5393,8323,20282,,,,,,,,,,,,-7,,,,,
,-80,,480,1511,2048,5310,,,,,,,,,,,,9,,,,,
,-27,-12,-3,-21,418,-4558,,,,,,,,,,,,1,,,,,
,-205,,-489,-1331,-1563,-7980,,,,,,,,,,,,3,,,,,
,-89,,-1821,-5217,-8692,-11520,,,,,,,,,,,,1,,,,,
,326,12,-423,-1377,-2709,-235,,,,,,,,,,,,-8,,,,,
,-237,-27,31,77,-181,916,,,,,,,,,,,,5,,,,,
,153,-4,457,1206,2532,-866,,,,,,,,,,,,4,,,,,
,10,19,1775,5158,8870,10685,,,,,,,,,,,,-3,,,,,
,-13,-19,427,1426,1960,8150,,,,,,,,,,,,-3,,,,,
,-52,19,3,-5,-443,4435,,,,,,,,,,,,-4,,,,,
,567,-28,-418,-1144,-2209,-2295,,,,,,,,,,,,9,,,,,
,872,10,-1785,-5274,-8068,-19745,,,,,,,,,,,,2,,,,,
,20,4,-480,-1483,-1795,-9618,,,,,,,,,,,,-5,,,,,
,1085,-6,-32,20,-188,3656,,,,,,,,,,,,9,,,,,
,-2032,-12,472,1248,1658,8032,,,,,,,,,,,,-5,,,,,
,-97,4,1848,5332,8217,16667,,,,,,,,,,,,4,,,,,
,-226,-21,440,1378,2561,330,,,,,,,,,,,,-13,,,,,
,122,7,-46,-88,509,-5177,,,,,,,,,,,,-5,,,,,
,-222,14,-489,-1237,-2246,-81,,,,,,,,,,,,14,,,,,
,-103,-22,-1776,-5203,-8868,-10698,,,,,,,,,,,,-5,,,,,
,22,1,-386,-1332,-2516,-3346,,,,,,,,,,,,3,,,,,
,108,-13,-1,-88,247,-4192,,,,,,,,,,,,6,,,,,
,2073,23,414,1111,2558,-1950,,,,,,,,,,,,3,,,,,
,-1878,5,1766,5546,8847,19972,,,,,,,,,,,,-3,,,,,
,29,-16,470,1234,1319,8158,,,,,,,,,,,,2,,,,,
,1360,-12,35,40,-321,1325,,,,,,,,,,,,-15,,,,,
,-1815,-2,-458,-1255,-1654,-7195,,,,,,,,,,,,-2,,,,,
,41,-17,-1827,-5311,-7865,-20705,,,,,,,,,,,,3,,,,,
,-43,2,-463,-1403,-2410,-1647,,,,,,,,,,,,3,,,,,
,424,,8,28,-446,4843,,,,,,,,,,,,10,,,,,
,2378,-13,489,1310,1781,4904,,,,,,,,,,,,1,,,,,
,-3056,13,1793,5225,8807,11822,,,,,,,,,,,,-8,,,,,
,1030,-5,435,1315,2735,-1039,,,,,,,,,,,,-4,,,,,
,1009,-8,-15,16,-145,2753,,,,,,,,,,,,-9,,,,,
,-1308,-19,-465,-1214,-2465,1441,,,,,,,,,,,,2,,,,,
,-316,6,-1748,-5145,-8692,-13927,,,,,,,,,,,,3,,,,,
,-6,13,-438,-1419,-1954,-7985,,,,,,,,,,,,2,,,,,
,21,,-36,-114,481,-5623,,,,,,,,,,,,8,,,,,
,-29,-31,436,1257,1985,6015,,,,,,,,,,,,-6,,,,,
,-183,9,1826,5249,8032,20425,,,,,,,,,,,,-3,,,,,
,-72,,483,1505,1935,6073,,,,,,,,,,,,1,,,,,
,11,3,-18,-22,281,-3212,,,,,,,,,,,,-4,,,,,
,408,-7,-486,-1347,-1520,-9180,,,,,,,,,,,,6,,,,,
,-374,-9,-1819,-5186,-8521,-13160,,,,,,,,,,,,5,,,,,
,262,-15,-427,-1392,-2704,407,,,,,,,,,,,,-10,,,,,
,-138,-3,30,72,-266,1647,,,,,,,,,,,,-9,,,,,
,286,25,470,1189,2313,311,,,,,,,,,,,,,,,,,
,-285,-21,1778,4927,8577,8918,,,,,,,,,,,,8,,,,,
,-153,-1,398,2062,3295,8801,,,,,,,,,,,,1,,,,,
,245,-13,,-570,-1491,3206,,,,,,,,,,,,5,,,,,
,625,,-419,-1025,-2073,-1220,,,,,,,,,,,,3,,,,,
,-323,1,-1773,-5223,-8135,-18443,,,,,,,,,,,,-3,,,,,
,24,13,-471,-1490,-1701,-10443,,,,,,,,,,,,8,,,,,
,-35,-58,-31,18,-64,1847,,,,,,,,,,,,-9,,,,,
,-225,31,456,1246,1657,8712,,,,,,,,,,,,1,,,,,
,107,-2,1842,5299,8143,17389,,,,,,,,,,,,1,,,,,
,-186,17,462,1445,2446,1716,,,,,,,,,,,,-6,,,,,
,-126,-55,-22,-110,549,-5993,,,,,,,,,,,,-5,,,,,
,80,2,-491,-1236,-2090,-1863,,,,,,,,,,,,4,,,,,
,51,,-1782,-5212,-8858,-10290,,,,,,,,,,,,11,,,,,
,-79,-3,-418,-1320,-2551,-2610,,,,,,,,,,,,2,,,,,
,70,35,21,-10,161,-2712,,,,,,,,,,,,-14,,,,,
,-107,-52,420,1128,2671,-2505,,,,,,,,,,,,5,,,,,
,893,20,1757,5208,8378,16836,,,,,,,,,,,,3,,,,,
,-918,-20,470,1450,1783,9849,,,,,,,,,,,,,,,,,
,1047,20,41,97,-261,2099,,,,,,,,,,,,6,,,,,
,-1615,-33,-456,-1252,-1864,-5960,,,,,,,,,,,,3,,,,,
,510,19,-1827,-5334,-7860,-21657,,,,,,,,,,,,-8,,,,,
,306,-18,-465,-1390,-2244,-3523,,,,,,,,,,,,-7,,,,,
,-50,11,,-21,-490,5323,,,,,,,,,,,,11,,,,,
,2187,-10,497,1319,1816,5727,,,,,,,,,,,,-6,,,,,
,-2532,10,1819,5248,8584,13273,,,,,,,,,,,,-2,,,,,
,3517,-10,405,1292,2744,-1703,,,,,,,,,,,,-3,,,,,
,-3859,-19,-36,-137,-274,-35,,,,,,,,,,,,10,,,,,
,549,-1,-444,-682,-1378,4287,,,,,,,,,,,,3,,,,,
,42,-11,-1759,-5735,-9889,-15519,,,,,,,,,,,,2,,,,,
,1302,12,-420,-1183,-1736,-6025,,,,,,,,,,,,-15,,,,,
,-1434,-2,-28,-97,580,-6162,,,,,,,,,,,,3,,,,,
,-96,1,433,1217,2112,4034,,,,,,,,,,,,2,,,,,
,245,-3,1788,5232,8025,21042,,,,,,,,,,,,-9,,,,,
,-157,-9,472,1467,1851,6778,,,,,,,,,,,,,,,,,
,66,1,33,34,119,-2011,,,,,,,,,,,,4,,,,,
,-395,-1,-494,-1318,-1423,-9543,,,,,,,,,,,,-2,,,,,
,212,,-1824,-5247,-8361,-15263,,,,,,,,,,,,-3,,,,,
,147,-19,-439,-1381,-2688,833,,,,,,,,,,,,5,,,,,
,91,-13,45,61,-358,2418,,,,,,,,,,,,-2,,,,,
,-130,2,454,1248,2205,1664,,,,,,,,,,,,,,,,,
,-41,1,1769,5151,9019,9405,,,,,,,,,,,,-2,,,,,
,208,10,407,1385,2250,4513,,,,,,,,,,,,,,,,,
,-138,-11,7,38,-376,5500,,,,,,,,,,,,-8,,,,,
,-187,9,-427,-1178,-2392,-1055,,,,,,,,,,,,14,,,,,
,81,-29,-1759,-5207,-8338,-17093,,,,,,,,,,,,-4,,,,,
,2718,20,-461,-1507,-1712,-10785,,,,,,,,,,,,5,,,,,
,-2617,-20,-28,-5,120,-210,,,,,,,,,,,,8,,,,,
,35,-1,438,1242,1659,9006,,,,,,,,,,,,2,,,,,
,2394,-12,1829,5272,8099,18019,,,,,,,,,,,,-3,,,,,
,-2065,2,467,1456,2283,2992,,,,,,,,,,,,4,,,,,
,-401,1,-21,-96,558,-6102,,,,,,,,,,,,-3,,,,,
,1220,7,-487,-1314,-1974,-4098,,,,,,,,,,,,-10,,,,,
,-1023,4,-1799,-5310,-9047,-10489,,,,,,,,,,,,-6,,,,,
,65,-34,-409,-836,-1677,130,,,,,,,,,,,,1,,,,,
,-180,22,35,-486,-928,-3536,,,,,,,,,,,,2,,,,,
,-48,2,438,1302,2974,-1924,,,,,,,,,,,,2,,,,,
,81,-3,1747,5210,8573,14810,,,,,,,,,,,,4,,,,,
,-46,-30,440,1455,1794,9955,,,,,,,,,,,,9,,,,,
,-296,1,36,47,-336,2641,,,,,,,,,,,,-13,,,,,
,403,-1,-432,-1223,-2004,-4657,,,,,,,,,,,,-10,,,,,
,-235,12,-1827,-5314,-7864,-21488,,,,,,,,,,,,20,,,,,
,-156,-11,-468,-1389,-2062,-5507,,,,,,,,,,,,,,,,,
,729,,5,-15,-431,5342,,,,,,,,,,,,-10,,,,,
,529,-1,475,1270,1722,6329,,,,,,,,,,,,10,,,,,
,-833,-19,1810,5287,8470,14507,,,,,,,,,,,,-1,,,,,
,2456,20,441,1315,2743,-1632,,,,,,,,,,,,-12,,,,,
,-2498,-32,-41,-6,221,-1192,,,,,,,,,,,,6,,,,,
,-73,11,-465,-1231,-2439,1969,,,,,,,,,,,,,,,,,
,-36,-9,-1750,-5189,-8809,-13228,,,,,,,,,,,,1,,,,,
,88,-2,-407,-1351,-2260,-6782,,,,,,,,,,,,8,,,,,
,-268,-3,-18,-81,587,-8177,,,,,,,,,,,,-9,,,,,
,195,14,409,1215,2311,1924,,,,,,,,,,,,-2,,,,,
,-140,-30,1781,5239,8012,26996,,,,,,,,,,,,-6,,,,,
,240,,488,1453,1839,10137,,,,,,,,,,,,5,,,,,
,-60,,40,57,-4,-861,,,,,,,,,,,,11,,,,,
,-502,-11,-478,-1334,-1520,-12496,,,,,,,,,,,,2,,,,,
,553,12,-1840,-5276,-8207,-22578,,,,,,,,,,,,-6,,,,,
,-343,1,-442,-1587,-3039,-82,,,,,,,,,,,,6,,,,,
,474,-1,29,654,800,6440,,,,,,,,,,,,2,,,,,
,50,-11,478,756,1029,2469,,,,,,,,,,,,-5,,,,,
,208,9,1763,5253,9161,11932,,,,,,,,,,,,2,,,,,
,171,-30,410,1429,2556,3185,,,,,,,,,,,,-12,,,,,
,2019,,2,6,-385,7250,,,,,,,,,,,,,,,,,
,-2333,20,-426,-1216,-2423,358,,,,,,,,,,,,2,,,,,
,-237,-19,-1777,-5152,-8450,-18857,,,,,,,,,,,,6,,,,,
,1294,,-439,-1484,-1763,-11231,,,,,,,,,,,,-4,,,,,
,-1289,-11,-44,-53,266,-2251,,,,,,,,,,,,1,,,,,
,-40,,442,1265,1735,8698,,,,,,,,,,,,-4,,,,,
,-196,11,1829,5270,8062,18752,,,,,,,,,,,,10,,,,,
,413,-2,475,1486,2132,4200,,,,,,,,,,,,2,,,,,
,-359,-30,-25,-62,542,-5677,,,,,,,,,,,,-5,,,,,
,19,1,-480,-1341,-1761,-6056,,,,,,,,,,,,-13,,,,,
,-161,,-1807,-5206,-8783,-10322,,,,,,,,,,,,21,,,,,
,78,-1,-410,-1342,-2637,-1068,,,,,,,,,,,,11,,,,,
,-338,-9,43,64,-89,-252,,,,,,,,,,,,-17,,,,,
,-209,17,439,1166,2604,-2003,,,,,,,,,,,,2,,,,,
,296,-7,1753,5153,8749,12531,,,,,,,,,,,,3,,,,,
,2588,-11,432,1459,1876,9474,,,,,,,,,,,,-5,,,,,
,-2705,10,35,51,-440,3493,,,,,,,,,,,,-7,,,,,
,749,-11,-425,-1201,-2141,-3475,,,,,,,,,,,,-2,,,,,
,1,2,-1806,-5285,-7894,-20797,,,,,,,,,,,,2,,,,,
,83,-21,-489,-1440,-1915,-7668,,,,,,,,,,,,-2,,,,,
,523,6,-13,-55,-416,4741,,,,,,,,,,,,9,,,,,
,-525,-4,482,1133,1440,6578,,,,,,,,,,,,-8,,,,,
,-251,-1,1814,5852,9348,17637,,,,,,,,,,,,-4,,,,,
,-315,-3,435,806,1667,-2939,,,,,,,,,,,,5,,,,,
,1284,-9,-29,112,681,-2698,,,,,,,,,,,,5,,,,,
,-1060,,-456,-1210,-2338,1390,,,,,,,,,,,,-2,,,,,
,4058,-8,-1784,-5221,-8887,-11719,,,,,,,,,,,,1,,,,,
,374,12,-409,-1310,-2361,-4264,,,,,,,,,,,,6,,,,,
,-2304,5,-12,-119,404,-5366,,,,,,,,,,,,-1,,,,,
,-1466,-18,403,1286,2696,308,,,,,,,,,,,,-4,,,,,
,1315,,1795,5137,7935,19715,,,,,,,,,,,,-8,,,,,
,977,1,479,1472,1808,8385,,,,,,,,,,,,1,,,,,
,-1907,-13,38,91,-140,446,,,,,,,,,,,,1,,,,,
,1288,-15,-466,-1294,-1523,-8530,,,,,,,,,,,,4,,,,,
,-2306,6,-1839,-5332,-8068,-19323,,,,,,,,,,,,2,,,,,
,-649,1,-462,-1379,-2619,-58,,,,,,,,,,,,-4,,,,,
,-223,-12,39,123,-207,4363,,,,,,,,,,,,9,,,,,
,831,-15,488,1185,1728,3498,,,,,,,,,,,,-4,,,,,
,367,24,1805,5221,8966,10631,,,,,,,,,,,,-3,,,,,
,197,-10,395,1345,2596,431,,,,,,,,,,,,3,,,,,
,-194,,-38,27,-275,4405,,,,,,,,,,,,-3,,,,,
,273,11,-414,-1222,-2453,633,,,,,,,,,,,,1,,,,,
,-347,-28,-1756,-5141,-8578,-14794,,,,,,,,,,,,-4,,,,,
,-400,-10,-458,-1480,-1865,-9476,,,,,,,,,,,,-5,,,,,
,-94,10,-39,-71,435,-4174,,,,,,,,,,,,7,,,,,
,2752,-4,452,1264,1825,7802,,,,,,,,,,,,-14,,,,,
,-2828,2,1803,5032,7611,18688,,,,,,,,,,,,10,,,,,
,-111,2,493,2122,3159,7329,,,,,,,,,,,,10,,,,,
,172,-11,2,-597,-560,-6515,,,,,,,,,,,,-3,,,,,
,-7,,-503,-1207,-1390,-7402,,,,,,,,,,,,-3,,,,,
,15,11,-1818,-5182,-8617,-11218,,,,,,,,,,,,-4,,,,,
,-226,-48,-411,-1398,-2735,-420,,,,,,,,,,,,,,,,,
,36,3,25,95,-183,765,,,,,,,,,,,,-1,,,,,
,-103,-2,450,1194,2532,-1007,,,,,,,,,,,,-4,,,,,
,257,7,1767,5153,8899,10927,,,,,,,,,,,,5,,,,,
,195,-7,422,1441,1949,8572,,,,,,,,,,,,8,,,,,
,837,6,13,,-447,4338,,,,,,,,,,,,5,,,,,
,1167,-5,-418,-1151,-2208,-2497,,,,,,,,,,,,-9,,,,,
,-1673,-11,-1793,-5286,-8044,-20107,,,,,,,,,,,,-6,,,,,
,-393,10,-476,-1471,-1780,-9470,,,,,,,,,,,,9,,,,,
,1105,-10,-19,30,-225,3799,,,,,,,,,,,,-6,,,,,
,-1876,3,490,1225,1639,8037,,,,,,,,,,,,,,,,,
,4079,-5,1814,5309,8221,16704,,,,,,,,,,,,3,,,,,
,-3860,-23,445,1401,2587,234,,,,,,,,,,,,-9,,,,,
,-49,5,-31,-75,508,-5056,,,,,,,,,,,,-2,,,,,
,1452,1,-485,-1217,-2240,168,,,,,,,,,,,,11,,,,,
,-1788,-15,-1787,-5281,-8898,-11082,,,,,,,,,,,,-8,,,,,
,398,14,-390,-1291,-2478,-3428,,,,,,,,,,,,6,,,,,
,-274,-11,14,-12,377,-4234,,,,,,,,,,,,3,,,,,
,-91,-21,406,1144,2561,-1670,,,,,,,,,,,,-6,,,,,
,-213,21,1768,5265,8275,19218,,,,,,,,,,,,7,,,,,
,429,-21,483,1424,1752,9232,,,,,,,,,,,,-2,,,,,
,363,19,37,-125,-609,476,,,,,,,,,,,,2,,,,,
,-296,-32,-470,-645,-500,-5063,,,,,,,,,,,,-8,,,,,
,665,14,-1826,-5940,-9096,-23421,,,,,,,,,,,,2,,,,,
,1480,6,-465,-1195,-2100,-747,,,,,,,,,,,,4,,,,,
,-1475,8,14,26,-422,4855,,,,,,,,,,,,-2,,,,,
,42,-14,487,1307,1863,4943,,,,,,,,,,,,4,,,,,
,41,-13,1802,5204,8795,11888,,,,,,,,,,,,-1,,,,,
,-198,1,416,1316,2688,-988,,,,,,,,,,,,-4,,,,,
,-90,,-29,23,-143,3010,,,,,,,,,,,,4,,,,,
,-753,-17,-439,-1238,-2478,1381,,,,,,,,,,,,-5,,,,,
,2068,-2,-1766,-5139,-8682,-14179,,,,,,,,,,,,-3,,,,,
,-2070,2,-424,-1394,-1931,-8274,,,,,,,,,,,,5,,,,,
,191,-3,-35,-95,543,-5676,,,,,,,,,,,,-3,,,,,
,491,3,434,1227,1938,6292,,,,,,,,,,,,8,,,,,
,468,-1,1808,5215,7957,20641,,,,,,,,,,,,2,,,,,
,-516,-19,477,1535,1943,6201,,,,,,,,,,,,-4,,,,,
,-184,-3,-5,8,329,-3418,,,,,,,,,,,,-5,,,,,
,997,22,-485,-1394,-1525,-9431,,,,,,,,,,,,1,,,,,
,-1186,-27,-1811,-5206,-8548,-13103,,,,,,,,,,,,-4,,,,,
,-26,8,-428,-1370,-2707,486,,,,,,,,,,,,6,,,,,
,431,-1,29,77,-273,1647,,,,,,,,,,,,7,,,,,
,225,1,473,1218,2359,252,,,,,,,,,,,,-6,,,,,
,-389,1,1760,5118,8974,9730,,,,,,,,,,,,1,,,,,
,746,-1,419,1440,2160,6901,,,,,,,,,,,,7,,,,,
,-447,-45,4,14,-479,5111,,,,,,,,,,,,-9,,,,,
,22,14,-421,-1184,-2360,-1759,,,,,,,,,,,,-11,,,,,
,-227,24,-1776,-5355,-8375,-19492,,,,,,,,,,,,13,,,,,
,-114,-30,-474,-997,-778,-8480,,,,,,,,,,,,6,,,,,
,464,-18,-26,-511,-1100,44,,,,,,,,,,,,-7,,,,,
,721,11,461,1382,1958,9353,,,,,,,,,,,,-5,,,,,
,2158,-12,1836,5306,8144,17458,,,,,,,,,,,,-2,,,,,
,-3930,13,456,1432,2472,1605,,,,,,,,,,,,-7,,,,,
,280,2,-44,-86,563,-5948,,,,,,,,,,,,10,,,,,
,-76,-15,-476,-1249,-2095,-1702,,,,,,,,,,,,-5,,,,,
,519,2,-1785,-5213,-8850,-10354,,,,,,,,,,,,9,,,,,
,-456,-18,-408,-1322,-2580,-2686,,,,,,,,,,,,3,,,,,
,1,18,15,18,220,-2800,,,,,,,,,,,,-3,,,,,
,134,-21,435,1130,2651,-2489,,,,,,,,,,,,-1,,,,,
,98,-8,1759,5218,8392,17039,,,,,,,,,,,,-6,,,,,
,329,9,439,1408,1752,9850,,,,,,,,,,,,10,,,,,
,943,3,49,111,-242,2149,,,,,,,,,,,,-4,,,,,
,-553,-28,-446,-1259,-1883,-6190,,,,,,,,,,,,4,,,,,
,2164,,-1829,-5320,-7823,-21714,,,,,,,,,,,,-1,,,,,
,-3151,15,-478,-1389,-2263,-3300,,,,,,,,,,,,,,,,,
,1492,-16,23,1,-488,5327,,,,,,,,,,,,-3,,,,,
,508,-5,484,1302,1754,5645,,,,,,,,,,,,12,,,,,
,-855,5,1815,5248,8626,13152,,,,,,,,,,,,-5,,,,,
,3036,7,425,1321,2779,-1701,,,,,,,,,,,,-1,,,,,
,-1953,11,-48,-36,-22,917,,,,,,,,,,,,1,,,,,
,-1310,-13,-453,-1138,-2283,2315,,,,,,,,,,,,-4,,,,,
,2261,-7,-1748,-5264,-8966,-13770,,,,,,,,,,,,6,,,,,
,-3291,-8,-432,-1559,-2401,-7566,,,,,,,,,,,,,,,,,
,83,,-35,498,1680,-4091,,,,,,,,,,,,-1,,,,,
,-32,1,431,691,1135,2524,,,,,,,,,,,,-7,,,,,
,-49,-13,1815,5372,8200,21366,,,,,,,,,,,,,,,,,
,62,-1,485,1518,1933,6934,,,,,,,,,,,,1,,,,,
,65,18,8,4,155,-2083,,,,,,,,,,,,,,,,,
,1320,-14,-493,-1330,-1478,-9732,,,,,,,,,,,,-3,,,,,
,-382,3,-1828,-5244,-8375,-15108,,,,,,,,,,,,3,,,,,
,-169,-18,-438,-1399,-2712,800,,,,,,,,,,,,,,,,,
,48,1,49,84,-336,2430,,,,,,,,,,,,-2,,,,,
,-480,18,472,1264,2238,1669,,,,,,,,,,,,1,,,,,
,462,-20,1773,5120,9026,9322,,,,,,,,,,,,-5,,,,,
,2700,4,427,1407,2256,4652,,,,,,,,,,,,-2,,,,,
,-2291,-2,-21,3,-457,5456,,,,,,,,,,,,8,,,,,
,1939,-2,-426,-1156,-2338,-849,,,,,,,,,,,,-6,,,,,
,-2317,-2,-1783,-5189,-8315,-17344,,,,,,,,,,,,8,,,,,
,2134,1,-448,-1495,-1690,-11013,,,,,,,,,,,,-5,,,,,
,-2156,-33,-36,-42,75,-202,,,,,,,,,,,,7,,,,,
,1033,3,437,1230,1628,9083,,,,,,,,,,,,3,,,,,
,-766,30,1836,5312,8108,18854,,,,,,,,,,,,-8,,,,,
,2770,-29,471,1458,2319,3047,,,,,,,,,,,,13,,,,,
,-3070,32,-23,-92,584,-6702,,,,,,,,,,,,-15,,,,,
,38,-29,-491,-1398,-2149,-4445,,,,,,,,,,,,-1,,,,,
,-7,-16,-1791,-4923,-8283,-8900,,,,,,,,,,,,9,,,,,
,-21,,-408,-1557,-3072,-2735,,,,,,,,,,,,-3,,,,,
,-171,13,29,70,121,-1349,,,,,,,,,,,,-14,,,,,
,14,-32,433,970,2350,-3336,,,,,,,,,,,,10,,,,,
,77,18,1756,5807,9737,17235,,,,,,,,,,,,9,,,,,
,-355,-18,455,815,609,7453,,,,,,,,,,,,-2,,,,,
,1082,-12,26,246,6,3572,,,,,,,,,,,,-7,,,,,
,-1140,12,-435,-1196,-1963,-4652,,,,,,,,,,,,7,,,,,
,-269,-12,-1819,-5319,-7859,-21703,,,,,,,,,,,,7,,,,,
,-69,16,-479,-1433,-2114,-5470,,,,,,,,,,,,-10,,,,,
,34,-3,6,7,-401,5438,,,,,,,,,,,,2,,,,,
,121,,489,1280,1693,6359,,,,,,,,,,,,-3,,,,,
,3026,-31,1807,5303,8516,14439,,,,,,,,,,,,7,,,,,
,-3900,14,420,1332,2772,-1657,,,,,,,,,,,,1,,,,,
,9108,-18,-22,-39,154,-1212,,,,,,,,,,,,-7,,,,,
,-3906,-8,-457,-1226,-2386,1962,,,,,,,,,,,,-11,,,,,
,-3820,13,-1761,-5180,-8824,-12487,,,,,,,,,,,,-6,,,,,
,-373,-13,-402,-1332,-2264,-5454,,,,,,,,,,,,10,,,,,
,55,11,-38,-98,555,-6155,,,,,,,,,,,,9,,,,,
,645,,415,1179,2309,2054,,,,,,,,,,,,-1,,,,,
,1249,-13,1798,5262,8042,20850,,,,,,,,,,,,3,,,,,
,-2270,-17,465,1455,1804,7566,,,,,,,,,,,,-10,,,,,
,188,17,32,69,-10,-788,,,,,,,,,,,,18,,,,,
,1922,-10,-479,-1318,-1436,-9439,,,,,,,,,,,,-1,,,,,
,935,10,-1834,-5293,-8241,-17256,,,,,,,,,,,,-11,,,,,
,108,16,-449,-1378,-2657,759,,,,,,,,,,,,1,,,,,
,-2265,-45,40,57,-361,3246,,,,,,,,,,,,2,,,,,
,-729,9,478,1283,2071,2864,,,,,,,,,,,,-10,,,,,
,499,-10,1777,5095,8864,9348,,,,,,,,,,,,5,,,,,
,350,-13,412,1317,2337,2255,,,,,,,,,,,,-1,,,,,
,-589,-6,-5,445,475,7086,,,,,,,,,,,,6,,,,,
,-268,20,-419,-1676,-3378,-2262,,,,,,,,,,,,-6,,,,,
,772,,-1781,-5022,-8156,-15294,,,,,,,,,,,,-1,,,,,
,981,-19,-459,-1468,-1720,-10390,,,,,,,,,,,,15,,,,,
,-1033,4,-39,-28,285,-2255,,,,,,,,,,,,-9,,,,,
,1,-4,462,1236,1696,8681,,,,,,,,,,,,-6,,,,,
,-421,3,1829,5269,8034,18791,,,,,,,,,,,,6,,,,,
,-39,-15,458,1472,2135,4138,,,,,,,,,,,,-7,,,,,
,-463,12,1,-52,572,-5729,,,,,,,,,,,,1,,,,,
,120,-34,-493,-1300,-1698,-5968,,,,,,,,,,,,17,,,,,
,2377,22,-1806,-5216,-8814,-10342,,,,,,,,,,,,-5,,,,,
,-2427,-18,-408,-1365,-2730,-1127,,,,,,,,,,,,-5,,,,,
