Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Fp1 (uV),Disabled (uV),F3 (uV),Fz (uV),F4 (uV),Disabled (uV),C3 (uV),Cz (uV),C4 (uV),Disabled (uV),P3 (uV),Pz (uV),P4 (uV),Disabled (uV),Disabled (uV),Ref,AccX (mg),AccY (mg),AccZ (mg),Event A, Event B
,707,-23,-18,,-8,,-1,,-14,-1,5,,-5,-15,-20,,,1,,,,,
,4190,10,,,-7,2,-5,,4,15,5,,6,8,4,,,6,,,,,
,-3154,-10,9,,9,-1,5,,3,-3,-12,,16,-13,15,,,3,,,,,
,1255,5,6,,3,-2,5,,-4,-12,2,,1,10,-2,,,-9,,,,,
,-3024,-5,-16,,7,-5,-17,,-7,10,-1,,-20,-12,1,,,4,,,,,
,698,,-2,,-17,-11,-7,,-12,2,8,,-5,-1,-8,,,3,,,,,
,-1278,-1,24,,11,4,10,,15,-9,-3,,20,12,15,,,2,,,,,
,1263,-11,-6,,3,2,10,,-1,9,13,,,5,-5,,,5,,,,,
,-296,9,,,-13,9,4,,7,,-7,,-6,5,-10,,,6,,,,,
,-926,3,-6,,8,-6,-14,,-4,3,-13,,-6,-4,-5,,,1,,,,,
,430,-3,6,,-1,22,15,,28,-7,7,,1,11,10,,,-6,,,,,
,-8,-28,-21,,-6,-7,-10,,-14,-13,-9,,,-21,-4,,,-7,,,,,
,-308,10,6,,12,-7,-13,,-3,4,10,,1,4,-10,,,4,,,,,
,201,,17,,-6,-8,2,,-16,-6,7,,-14,5,9,,,-4,,,,,
,474,,-10,,9,-22,8,,-8,-1,-7,,8,5,4,,,4,,,,,
,-317,4,5,,-7,13,3,,13,1,,,-2,-3,7,,,-2,,,,,
,1150,-5,3,,5,21,19,,5,5,-5,,3,-3,-7,,,,,,,,
,-1771,4,2,,-7,-4,4,,8,6,2,,9,1,-12,,,-3,,,,,
,-210,-11,,,-3,-3,-18,,-2,11,-3,,9,-5,-7,,,-6,,,,,
,7762,-2,-13,,-3,-12,-7,,4,-17,2,,3,-1,4,,,7,,,,,
,-1300,-43,16,,10,32,21,,2,27,14,,6,8,35,,,6,,,,,
,5797,35,-11,,-4,-22,-8,,-21,-15,-1,,-30,-1,-10,,,4,,,,,
,-3444,-36,-2,,,-10,-6,,2,7,-7,,-1,-10,-9,,,-12,,,,,
,-3508,1,8,,9,15,4,,13,-3,4,,14,8,,,,1,,,,,
,-2606,57,11,,-9,-4,7,,6,-10,-1,,4,1,3,,,1,,,,,
,5594,-18,-4,,-1,-1,,,-8,3,2,,-10,5,6,,,-8,,,,,
,-3534,-7,-20,,-3,1,-14,,-1,-12,-7,,,1,-6,,,9,,,,,
,5182,-31,10,,4,-9,4,,-7,9,12,,7,-15,1,,,3,,,,,
,-3644,-13,1,,3,1,-2,,-10,-2,-11,,-4,4,,,,-3,,,,,
,-3048,3,-2,,-3,7,-5,,7,-4,-4,,-3,5,-9,,,5,,,,,
,-3160,-5,-4,,-5,-4,3,,3,2,2,,-6,-8,,,,-2,,,,,
,7183,14,-6,,6,12,,,-4,-3,-4,,,7,6,,,1,,,,,
,-3546,-9,-1,,13,4,10,,14,10,5,,6,9,-1,,,-9,,,,,
,5812,-19,5,,,-5,-5,,15,10,2,,2,1,9,,,11,,,,,
,-2868,-6,-7,,-4,-25,-14,,-23,-15,-14,,-19,-9,-22,,,-4,,,,,
,-3555,35,-8,,-2,4,10,,3,-4,11,,4,-3,2,,,,,,,,
,803,-24,12,,1,14,7,,-8,1,13,,14,4,16,,,-11,,,,,
,-456,-6,20,,8,4,-4,,,12,-8,,12,4,5,,,1,,,,,
,-1196,-14,2,,-8,-7,14,,14,-6,-4,,2,10,-7,,,15,,,,,
,-1123,,-19,,-11,-10,-16,,-7,2,9,,-11,-7,-9,,,6,,,,,
,9383,13,-10,,-8,-5,-1,,,-5,-5,,-6,-10,3,,,-2,,,,,
,-2756,-10,9,,-4,1,-1,,-10,,-20,,-12,-8,-11,,,-3,,,,,
,-3512,2,6,,4,6,8,,8,-2,9,,4,,13,,,-8,,,,,
,-3267,4,-3,,6,15,-2,,-2,-21,,,-3,5,-4,,,3,,,,,
,-529,-9,2,,14,-11,-6,,4,12,6,,8,,2,,,-2,,,,,
,11603,2,1,,-11,1,-1,,-4,-7,-3,,-5,-18,-18,,,-5,,,,,
,-3314,-14,6,,-4,8,8,,-5,8,-3,,5,21,8,,,13,,,,,
,-3053,-1,-4,,-3,-3,-3,,,4,-3,,-12,-10,2,,,-1,,,,,
,-1527,29,-3,,12,2,-6,,17,-1,4,,9,1,4,,,-12,,,,,
,2241,-35,-5,,5,5,9,,,9,6,,6,8,1,,,-1,,,,,
,-3534,21,7,,6,-2,6,,2,6,-7,,3,7,9,,,,,,,,
,-355,-8,-1,,-13,-15,-7,,6,-16,-8,,-2,-17,-1,,,-7,,,,,
,1966,-10,,,-11,6,-19,,-10,5,6,,-12,-1,-3,,,-1,,,,,
,-3529,-13,2,,16,9,23,,9,18,14,,13,22,15,,,9,,,,,
,3691,11,-5,,-1,-4,8,,-9,-10,,,17,-5,-5,,,7,,,,,
,7006,6,-15,,2,-11,-14,,-21,-13,-7,,-13,-3,-25,,,7,,,,,
,-3526,-1,17,,4,7,-11,,7,5,-1,,2,-2,1,,,1,,,,,
,-3259,-23,5,,-5,6,15,,9,10,7,,5,2,12,,,-10,,,,,
,-3540,6,-4,,-7,18,16,,,12,2,,-4,-9,2,,,-4,,,,,
,1557,-6,-10,,-15,-38,-35,,-14,-9,-17,,-24,-3,-16,,,4,,,,,
,3545,7,-1,,8,8,12,,14,-4,20,,13,2,6,,,7,,,,,
,-3516,1,5,,6,8,10,,-2,-6,-9,,8,4,20,,,-7,,,,,
,-2364,14,12,,6,-3,1,,7,17,-15,,-3,12,2,,,2,,,,,
,-462,-33,6,,-13,11,6,,2,3,7,,1,-13,9,,,8,,,,,
,54,16,-9,,,2,-10,,,-8,-1,,4,11,1,,,1,,,,,
,5113,-29,-2,,5,-14,4,,8,1,4,,-5,16,-9,,,-12,,,,,
,-3301,14,11,,2,5,-4,,-10,2,-9,,2,-19,-11,,,-4,,,,,
,-1410,-3,-5,,-4,8,-14,,7,-3,11,,9,,-11,,,1,,,,,
,-646,-10,-16,,,3,1,,-27,-9,,,-12,-3,2,,,9,,,,,
,-175,9,13,,2,-13,13,,3,-21,-2,,,-7,-8,,,-5,,,,,
,-124,-10,-10,,,-8,9,,11,12,-9,,-4,,-6,,,,,,,,
,267,,8,,7,3,-2,,-1,19,14,,12,17,16,,,-1,,,,,
,698,2,3,,-5,20,-10,,1,-7,-1,,-6,-13,13,,,5,,,,,
,1554,7,2,,,-10,-3,,1,2,-2,,-3,6,-15,,,-11,,,,,
,-2123,-30,-10,,5,9,1,,4,1,4,,1,8,7,,,5,,,,,
,-73,19,2,,13,6,19,,4,1,1,,17,9,15,,,-2,,,,,
,117,-18,8,,-12,-11,-12,,-10,,4,,8,-17,-24,,,11,,,,,
,109,1,4,,-1,3,-5,,16,-10,-1,,-9,-8,,,,-4,,,,,
,-138,-12,-4,,7,3,11,,-6,7,-1,,2,13,22,,,-1,,,,,
,-569,-1,-3,,-5,-4,-11,,6,14,13,,-11,-6,1,,,8,,,,,
,1286,2,-10,,-27,-18,-30,,-12,-24,-21,,-23,2,-24,,,-6,,,,,
,-960,10,-8,,-1,12,15,,3,-2,1,,14,-1,6,,,1,,,,,
,2288,15,9,,17,7,2,,-3,8,-1,,8,-13,-1,,,-4,,,,,
,-1784,-19,6,,,-15,-5,,-7,,7,,-6,-9,,,,-8,,,,,
,-250,-7,-4,,6,-12,5,,-11,-8,1,,4,12,5,,,22,,,,,
,117,,8,,-7,13,12,,7,3,-2,,-7,7,-1,,,-9,,,,,
,1477,9,-12,,-5,,-8,,-1,-1,-12,,9,-1,-1,,,-12,,,,,
,-1937,-9,-13,,1,-6,6,,4,-6,-5,,-3,3,3,,,-5,,,,,
,2751,-23,11,,10,8,6,,1,16,11,,-11,-1,-7,,,6,,,,,
,-2680,23,14,,9,16,7,,7,6,19,,14,7,7,,,7,,,,,
,487,-20,-7,,-3,-5,-4,,-7,10,-4,,2,-6,2,,,1,,,,,
,-82,18,4,,-5,1,-2,,11,-12,3,,-2,-12,5,,,-7,,,,,
,381,-17,-15,,1,-17,-16,,-25,-12,-25,,-15,-3,-20,,,4,,,,,
,-899,-1,1,,,10,7,,14,4,-1,,2,15,-4,,,,,,,,
,1201,-10,10,,-10,-12,,,2,-2,,,-4,-13,9,,,9,,,,,
,-207,-1,,,3,5,2,,-5,7,-1,,12,11,3,,,-4,,,,,
,-990,10,6,,,4,1,,-18,4,13,,-5,-5,-13,,,-6,,,,,
,1171,-24,-7,,-3,-7,,,13,-15,9,,-2,-7,4,,,8,,,,,
,-751,25,7,,3,15,2,,23,9,1,,10,16,14,,,3,,,,,
,61,-12,5,,4,-7,10,,-1,1,3,,1,-9,8,,,-15,,,,,
,-115,2,1,,-5,-6,-2,,-5,-8,-20,,,10,,,,10,,,,,
,-277,-3,,,1,-4,-6,,9,-1,18,,,2,-8,,,-6,,,,,
,561,-17,-6,,2,-6,-12,,-17,-7,-11,,-4,-3,-3,,,-8,,,,,
,230,-1,5,,17,14,12,,15,12,4,,12,4,16,,,4,,,,,
,260,-14,-4,,-11,16,2,,11,12,-7,,-5,2,8,,,4,,,,,
,-1175,2,,,-6,-8,-3,,-7,-3,4,,2,-2,-11,,,5,,,,,
,921,13,-1,,,-5,4,,4,,-2,,-17,-10,-2,,,-8,,,,,
,-409,4,-2,,17,-7,-4,,-5,-2,14,,5,-3,-12,,,-6,,,,,
,1630,-3,-10,,-15,-7,-8,,-19,-13,-21,,7,7,-5,,,5,,,,,
,-2353,-13,-3,,-22,7,2,,-11,8,1,,-4,4,-7,,,,,,,,
,312,1,13,,16,-1,-3,,16,5,1,,-5,-6,16,,,-1,,,,,
,155,10,-13,,-3,-8,-14,,-8,-13,-4,,5,-12,-8,,,2,,,,,
,630,-1,4,,1,-7,20,,-8,-4,,,2,10,-2,,,-3,,,,,
,-987,-9,6,,11,24,4,,14,13,23,,7,10,5,,,10,,,,,
,520,1,-9,,-11,18,10,,9,5,,,-7,-12,6,,,-9,,,,,
,129,-1,-1,,-12,-15,-17,,-23,-23,-25,,-3,-1,-12,,,8,,,,,
,2653,-20,4,,-3,-15,-12,,-9,4,-7,,-9,-5,-12,,,-3,,,,,
,-2747,10,10,,11,2,19,,13,25,22,,14,7,12,,,-2,,,,,
,-187,-23,5,,21,7,6,,14,8,16,,8,10,22,,,-5,,,,,
,106,2,-3,,-9,,-19,,-23,-25,-20,,-23,-5,-7,,,5,,,,,
,-277,11,-3,,-2,-2,,,16,-6,-14,,20,2,-15,,,-9,,,,,
,517,1,-2,,12,-5,16,,12,5,17,,-2,-6,7,,,6,,,,,
,-443,-2,13,,2,9,2,,-5,16,5,,-3,-6,11,,,10,,,,,
,715,-11,6,,-16,4,-10,,-2,4,-2,,13,23,-2,,,-1,,,,,
,-440,13,-21,,-11,-1,-2,,-16,-12,-18,,-26,-5,-15,,,-1,,,,,
,585,-34,-4,,16,10,8,,11,-12,15,,8,-12,8,,,-2,,,,,
,-556,2,-2,,-12,-29,3,,-7,4,,,3,-5,-19,,,8,,,,,
,173,-2,13,,12,4,2,,9,17,-3,,8,19,11,,,5,,,,,
,-187,2,-6,,5,6,1,,-1,-8,,,-3,-7,-3,,,-17,,,,,
,300,19,-8,,-11,-11,-18,,-4,,-15,,-7,-7,-5,,,4,,,,,
,-628,-20,14,,17,18,2,,12,9,15,,12,,31,,,16,,,,,
,123,2,5,,4,-4,15,,-7,11,11,,-7,2,4,,,-8,,,,,
,-369,,-7,,-11,3,-8,,-1,-6,-15,,3,3,-11,,,-1,,,,,
,1350,-11,-11,,-7,-11,-5,,2,-22,-10,,-18,-7,-5,,,-10,,,,,
,-1164,12,1,,-9,-11,-3,,-1,-2,8,,6,-1,4,,,,,,,,
,52,-13,11,,1,7,6,,-5,4,7,,5,10,1,,,-7,,,,,
,86,,-15,,1,-1,-9,,-8,-12,5,,-1,-3,-8,,,7,,,,,
,741,,4,,10,9,10,,23,6,5,,2,,-3,,,13,,,,,
,32,1,20,,-1,-11,14,,4,14,-3,,-14,-1,12,,,-6,,,,,
,-492,-22,-7,,-18,14,-20,,-7,-1,1,,8,4,-3,,,,,,,,
,351,19,-1,,13,7,-5,,-1,-13,4,,1,2,10,,,-5,,,,,
,734,-17,2,,8,-11,14,,-6,6,-5,,-1,5,-1,,,1,,,,,
,-1993,18,-15,,-9,1,-14,,5,4,-13,,,-4,-5,,,-3,,,,,
,569,-29,-9,,12,18,9,,15,-4,8,,-7,-10,-9,,,,,,,,
,748,-3,14,,-1,-5,,,-12,2,1,,23,-11,-2,,,8,,,,,
,-172,3,11,,1,3,20,,-6,6,6,,,15,18,,,-3,,,,,
,-750,,-11,,-16,-15,-19,,-7,-13,-4,,-10,-3,-25,,,-5,,,,,
,58,11,-7,,,-8,-6,,-4,11,-11,,3,-2,,,,4,,,,,
,79,-12,4,,1,-3,-8,,-4,-1,5,,-10,-2,5,,,-4,,,,,
,1097,-13,1,,15,19,1,,11,-5,4,,-7,-7,18,,,1,,,,,
,-1427,14,1,,9,4,2,,9,-3,7,,12,4,1,,,17,,,,,
,-72,-1,-1,,-22,5,19,,,2,-9,,9,,4,,,-15,,,,,
,421,-20,-5,,,-15,-9,,-6,-11,-4,,-5,,-25,,,-2,,,,,
,464,22,5,,18,7,4,,-2,,10,,-2,20,12,,,14,,,,,
,-46,-1,-6,,-16,,-3,,-15,15,3,,-8,-1,-3,,,-8,,,,,
,-505,-20,11,,2,3,8,,10,11,-3,,4,1,1,,,1,,,,,
,476,-12,2,,11,-11,1,,-1,-18,-9,,12,-5,-7,,,-3,,,,,
,-347,21,-2,,2,8,3,,6,4,1,,-4,4,,,,-3,,,,,
,97,-20,17,,,1,-5,,4,16,-5,,-1,-5,9,,,,,,,,
,656,11,-7,,8,-6,7,,9,3,15,,5,-1,-3,,,5,,,,,
,1702,,-20,,-13,-19,-5,,-11,-23,-18,,-5,-6,-15,,,-9,,,,,
,-2193,-12,17,,-5,19,6,,6,26,10,,5,9,31,,,9,,,,,
,55,2,-2,,13,22,4,,11,4,18,,11,10,9,,,-2,,,,,
,-157,,-13,,-22,-29,-17,,-34,-23,-18,,-22,-17,-35,,,-2,,,,,
,-215,-21,-5,,-5,-14,-8,,-1,-5,-4,,-5,3,6,,,-1,,,,,
,-263,20,,,8,14,-2,,14,10,,,,-7,-8,,,-1,,,,,
,657,1,1,,-11,,,,2,-18,8,,10,-9,-3,,,7,,,,,
,4161,,9,,10,15,9,,6,6,,,-4,2,7,,,-8,,,,,
,-3527,-20,,,12,-9,-4,,-10,14,3,,-15,4,6,,,4,,,,,
,-1168,-12,-17,,-7,-3,11,,6,-20,-6,,5,11,-14,,,9,,,,,
,1847,-2,11,,-4,-1,-6,,-2,10,-8,,10,-5,3,,,2,,,,,
,-1636,3,19,,2,-2,-2,,3,14,1,,-2,-1,3,,,-5,,,,,
,193,10,-17,,2,13,11,,11,4,18,,-4,14,2,,,-6,,,,,
,-324,1,22,,1,6,15,,4,1,6,,21,-8,19,,,1,,,,,
,1719,-10,-22,,,-2,-4,,-9,-13,-4,,6,-3,-4,,,-7,,,,,
,-1541,-1,-4,,-1,-7,-20,,-5,3,-2,,-7,-9,-23,,,2,,,,,
,659,,5,,11,3,6,,5,1,-11,,13,18,20,,,4,,,,,
,-759,,1,,-2,-15,-6,,-20,-12,-10,,-29,-6,-4,,,4,,,,,
,478,,14,,9,18,4,,17,17,13,,7,1,11,,,2,,,,,
,-633,-22,1,,-15,-12,-14,,-3,-7,2,,4,5,-1,,,-5,,,,,
,401,-3,-12,,-8,9,-1,,1,-2,-4,,-9,-10,-13,,,1,,,,,
,439,4,1,,8,-5,3,,,-3,-4,,-9,-8,-10,,,-1,,,,,
,582,19,11,,,2,8,,7,4,5,,18,7,13,,,4,,,,,
,-815,-8,4,,19,7,12,,6,-7,15,,16,16,5,,,-7,,,,,
,330,10,-31,,-31,-18,-20,,-13,-8,-22,,-29,-20,-13,,,-1,,,,,
,-544,-12,14,,6,-13,,,-9,,-5,,-11,-15,-4,,,5,,,,,
,1404,10,2,,-7,14,10,,-2,,9,,3,6,5,,,4,,,,,
,-1669,1,,,19,7,-4,,5,-2,4,,12,18,-5,,,-3,,,,,
,2580,-10,,,-7,-5,-11,,7,3,-10,,-3,-6,-6,,,1,,,,,
,-2348,-1,-4,,-12,-15,-4,,-3,2,2,,12,-7,10,,,-3,,,,,
,709,-19,4,,,11,17,,-2,8,3,,-4,13,19,,,3,,,,,
,-1071,2,2,,-2,7,-1,,-1,-11,-2,,-1,-2,-11,,,-10,,,,,
,24,-3,-10,,1,-5,-8,,-10,1,9,,-15,-23,-10,,,6,,,,,
,780,3,21,,21,21,10,,14,24,7,,5,20,15,,,-2,,,,,
,-1010,,1,,3,11,6,,8,7,8,,11,18,2,,,1,,,,,
,-443,-1,-4,,-8,-25,-15,,-10,-9,-8,,11,-16,-17,,,6,,,,,
,983,,-9,,-10,-1,1,,-3,-10,-8,,-16,-7,13,,,12,,,,,
,430,,7,,-2,-13,8,,,-16,-6,,-12,-4,4,,,-11,,,,,
,-997,-7,2,,12,8,2,,6,7,2,,14,-1,-15,,,2,,,,,
,1,-34,5,,9,17,2,,12,34,5,,9,7,-7,,,-7,,,,,
,1227,41,-10,,-13,-16,-20,,-22,-28,-17,,-9,-5,2,,,-13,,,,,
,-1596,-41,-15,,-1,5,,,-3,-1,-8,,-1,3,-2,,,11,,,,,
,214,15,20,,10,8,23,,13,-1,20,,16,16,25,,,2,,,,,
,203,-20,3,,-17,-8,-15,,1,-9,-8,,-12,-14,-13,,,-8,,,,,
,3367,9,-12,,11,1,-2,,8,5,1,,3,8,7,,,6,,,,,
,-3192,-19,-7,,9,8,,,-10,1,10,,-9,-9,3,,,2,,,,,
,239,10,-9,,-10,-4,-2,,1,-10,-8,,4,3,-10,,,-4,,,,,
,-662,3,13,,3,-4,-6,,,6,-3,,3,-7,-4,,,2,,,,,
,900,-12,12,,5,7,7,,-2,20,3,,-8,,15,,,-8,,,,,
,-708,,3,,6,-5,19,,12,7,13,,-6,-3,,,,3,,,,,
,2209,-1,3,,1,2,10,,-5,-3,1,,5,13,5,,,5,,,,,
,-2094,3,-9,,-22,-12,-24,,-5,-9,8,,7,-4,-16,,,-1,,,,,
,-302,8,-24,,-14,-3,-11,,-7,-13,-11,,-7,4,,,,5,,,,,
,450,-11,22,,19,16,21,,8,2,-8,,2,9,9,,,6,,,,,
,204,-21,5,,13,6,10,,1,6,-2,,11,-4,-1,,,-5,,,,,
,261,5,-19,,-10,-15,-5,,-7,,-6,,-3,-22,-7,,,1,,,,,
,-82,17,22,,4,7,,,2,2,8,,,15,1,,,-5,,,,,
,173,-1,-11,,6,-4,-7,,4,7,7,,-10,-3,3,,,-10,,,,,
,-1136,-33,4,,-4,15,-1,,-2,11,,,5,-3,10,,,6,,,,,
,-212,14,,,-3,-2,10,,-2,-19,-5,,6,9,-13,,,-4,,,,,
,337,-16,-13,,-18,-14,-15,,-4,-14,3,,-4,10,1,,,14,,,,,
,178,-1,15,,7,4,-4,,14,-2,-4,,,-15,2,,,3,,,,,
,-163,2,4,,3,5,19,,10,16,9,,5,7,8,,,-10,,,,,
,274,1,-16,,-6,-15,-13,,1,12,-5,,-3,-2,-17,,,-4,,,,,
,458,1,-11,,4,3,5,,-14,-12,-9,,-9,-5,4,,,10,,,,,
,2,1,10,,14,17,3,,,21,8,,5,14,20,,,-2,,,,,
,-696,10,-6,,-13,-15,-16,,-16,-15,-9,,-15,-14,-31,,,1,,,,,
,854,-29,5,,-5,-3,11,,6,-7,7,,2,3,1,,,7,,,,,
,-114,-3,-1,,4,-9,3,,8,-9,,,8,1,7,,,-4,,,,,
,-94,24,,,3,5,,,1,2,5,,-5,-10,1,,,-9,,,,,
,-333,-4,-7,,-8,-7,-13,,-5,-2,-7,,-12,4,-16,,,3,,,,,
,-31,,18,,10,14,6,,10,13,-6,,20,15,23,,,-4,,,,,
,404,-11,14,,20,1,5,,6,10,11,,15,11,-6,,,-5,,,,,
,-895,-3,-3,,-9,5,2,,-1,10,-15,,,-5,,,,4,,,,,
,1027,-4,-13,,-5,-1,1,,-3,-8,3,,-12,-10,6,,,10,,,,,
,58,,-8,,-1,-8,-9,,4,-13,19,,4,,7,,,-1,,,,,
,367,,11,,-2,-5,-4,,-15,-9,-12,,2,-12,-7,,,-4,,,,,
,517,-14,5,,1,13,4,,10,1,2,,-10,-5,-17,,,3,,,,,
,-1793,14,-25,,-13,13,-8,,-8,3,-9,,-7,5,13,,,-7,,,,,
,788,-13,-5,,-8,-21,-2,,-14,-26,11,,-4,5,2,,,9,,,,,
,89,-17,25,,7,6,3,,17,21,1,,4,3,-4,,,7,,,,,
,558,1,5,,12,7,,,,8,-8,,16,3,8,,,-18,,,,,
,-1065,2,-4,,1,-3,17,,-15,1,9,,-5,-9,-8,,,4,,,,,
,154,14,-11,,-17,-20,-2,,-15,-15,-9,,-14,2,-13,,,3,,,,,
,1691,-18,-3,,7,-1,-21,,-6,10,-5,,-5,-6,-5,,,1,,,,,
,-1457,,11,,5,4,4,,13,10,10,,10,-5,10,,,1,,,,,
,-489,1,-7,,-12,-6,-6,,,-9,-5,,4,7,9,,,-5,,,,,
,-107,4,9,,17,7,26,,6,,6,,8,7,,,,5,,,,,
,2293,-3,13,,8,17,2,,15,25,3,,6,5,-4,,,7,,,,,
,-1807,,-5,,-10,-7,-8,,-2,-11,-7,,-9,3,3,,,-5,,,,,
,-180,-3,-33,,-8,-7,-10,,-8,-22,-9,,-7,-9,-3,,,-3,,,,,
,30,-6,,,7,3,3,,-1,-7,-8,,3,1,1,,,-2,,,,,
,183,8,13,,-5,1,6,,14,17,17,,1,,-4,,,6,,,,,
,-189,1,20,,21,22,16,,-5,6,5,,7,4,22,,,-3,,,,,
,55,-18,-8,,-18,-15,,,9,-6,-6,,10,4,-4,,,3,,,,,
,65,17,-4,,-8,-13,-9,,-2,2,4,,-12,3,-14,,,-13,,,,,
,-433,1,-7,,-5,4,-6,,-24,-5,-2,,-20,-13,-5,,,-6,,,,,
,1111,-20,11,,18,3,-8,,6,3,4,,9,4,8,,,,,,,,
,-1122,2,,,6,,6,,6,5,,,2,-7,-2,,,,,,,,
,277,1,-10,,-13,-1,-15,,,-2,-8,,-9,-10,-13,,,7,,,,,
,220,1,-7,,-1,10,1,,-8,-13,-4,,4,-1,-4,,,-1,,,,,
,2294,-2,20,,8,-4,16,,1,21,12,,3,3,21,,,-8,,,,,
,-2248,-23,-4,,7,-2,-4,,13,-8,6,,4,14,-3,,,7,,,,,
,-843,25,16,,-3,1,7,,,-1,-1,,2,8,4,,,-2,,,,,
,173,-29,-24,,1,-8,-18,,-5,-4,-10,,4,-13,6,,,3,,,,,
,1288,20,-10,,-6,-5,4,,4,-2,-2,,1,1,-1,,,3,,,,,
,-1324,-40,1,,-2,-7,3,,-6,7,13,,-10,-2,-13,,,6,,,,,
,942,21,4,,8,13,3,,-10,-1,-16,,-3,2,-3,,,10,,,,,
,-856,-1,14,,7,3,1,,-4,3,6,,4,8,6,,,-2,,,,,
,519,-18,-4,,-15,1,-7,,27,-9,7,,4,-1,-5,,,-10,,,,,
,1299,-1,2,,-11,3,6,,-8,5,-10,,-6,1,5,,,-7,,,,,
,-1897,22,-10,,6,13,2,,11,1,-3,,1,,-3,,,-3,,,,,
,850,-19,3,,-6,1,-7,,-1,3,8,,21,6,15,,,11,,,,,
,-286,-2,10,,9,-4,-4,,-4,-2,,,1,-1,7,,,-8,,,,,
,-405,,7,,18,-2,28,,,9,,,-12,-12,-2,,,-2,,,,,
,361,-1,-2,,-15,-11,-33,,-11,-5,-17,,-11,-13,-22,,,-1,,,,,
,715,-14,-21,,-3,,7,,-3,-9,,,-9,13,-12,,,10,,,,,
,729,-17,-9,,-8,,5,,5,-1,12,,14,-5,,,,-6,,,,,
,-2400,3,9,,10,7,7,,4,9,12,,1,3,6,,,-1,,,,,
,610,15,8,,8,-11,,,-6,11,-5,,4,4,-1,,,9,,,,,
,-381,-17,-16,,-12,7,-7,,-3,-15,-13,,6,-9,12,,,-2,,,,,
,1446,1,8,,7,-10,-3,,5,-5,2,,-1,5,6,,,1,,,,,
,-1588,-13,15,,-3,10,2,,4,3,13,,-4,-1,3,,,-4,,,,,
,-119,1,5,,18,7,24,,10,-2,7,,-4,7,10,,,-2,,,,,
,205,13,,,6,7,-3,,-10,2,7,,17,12,-11,,,7,,,,,
,88,-1,1,,-12,-5,-9,,-4,-2,1,,-14,-4,5,,,-4,,,,,
,298,-11,,,8,6,2,,15,15,-3,,4,-5,8,,,5,,,,,
,379,10,-20,,-39,-12,-14,,-14,-8,-20,,-11,-17,-24,,,-9,,,,,
,89,2,7,,10,-6,-2,,-16,-7,-17,,8,-10,-7,,,3,,,,,
,-469,-14,-17,,-15,-7,-4,,,-11,-6,,-8,2,3,,,10,,,,,
,-297,-2,5,,19,8,4,,13,10,20,,,3,7,,,-14,,,,,
,299,-15,4,,-5,-13,-4,,-5,5,-7,,3,-2,-5,,,4,,,,,
,407,21,13,,4,13,12,,14,1,-3,,-7,18,19,,,1,,,,,
,-57,-24,-9,,12,-8,-1,,-18,6,5,,12,-9,-1,,,-10,,,,,
,-297,-1,-7,,,9,-6,,9,3,7,,-10,3,,,,5,,,,,
,-203,2,,,,9,19,,3,-12,3,,11,-1,2,,,10,,,,,
,565,,-1,,4,-13,-1,,-10,-5,-1,,-4,4,-17,,,-8,,,,,
,-443,15,7,,-7,-5,-13,,5,2,3,,-8,-2,7,,,-1,,,,,
,3444,-13,3,,5,9,-13,,4,8,-3,,-5,-3,-10,,,4,,,,,
,-3317,-2,21,,-1,8,24,,9,2,13,,18,14,17,,,-1,,,,,
,176,-1,-15,,-9,-7,-2,,-11,-14,-14,,3,-5,5,,,9,,,,,
,587,3,-15,,-8,-5,-29,,-16,-8,-13,,-20,,-19,,,-1,,,,,
,-952,1,1,,5,-13,-1,,11,6,9,,7,-15,1,,,-12,,,,,
,82,-20,18,,12,13,11,,6,6,13,,9,7,10,,,3,,,,,
,-96,15,-11,,-10,-2,-1,,-5,-1,-16,,-11,-1,,,,-16,,,,,
,84,-5,-12,,-7,1,-3,,-5,-6,-8,,4,-8,-6,,,5,,,,,
,2735,1,8,,-4,3,4,,-1,3,-9,,-10,6,-10,,,5,,,,,
,-2163,-13,-10,,5,5,1,,2,-10,4,,5,12,-3,,,20,,,,,
,1986,13,25,,19,6,1,,26,14,24,,15,-7,17,,,-5,,,,,
,-3150,-11,-3,,10,1,,,6,8,-4,,4,-8,-7,,,-3,,,,,
,3551,17,4,,-17,-7,8,,-18,-16,12,,-18,7,5,,,-2,,,,,
,-3214,-13,-12,,2,-14,-5,,-16,4,-16,,-5,2,-7,,,-2,,,,,
,141,1,-14,,-4,-3,-3,,2,4,11,,2,-2,-10,,,2,,,,,
,2859,11,18,,5,22,16,,11,7,,,15,-4,,,,2,,,,,
,-2972,-29,9,,-8,2,-3,,2,-8,2,,-2,5,-2,,,-5,,,,,
,1434,,-7,,-10,-15,-5,,1,-1,2,,2,7,16,,,8,,,,,
,-1569,1,-9,,-2,-14,,,-13,-7,-21,,-14,-7,-4,,,,,,,,
,129,18,-3,,5,22,-1,,17,18,16,,5,,-1,,,-14,,,,,
,-20,-19,12,,26,9,3,,22,7,4,,21,9,6,,,4,,,,,
,-163,1,-10,,-14,-9,-8,,-25,-11,-3,,-20,-3,-6,,,11,,,,,
,64,-1,8,,-27,-12,-5,,-9,-16,-9,,-20,-13,-5,,,2,,,,,
,2753,1,-1,,5,,13,,-4,9,2,,3,6,-3,,,-4,,,,,
