Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Fp1 (uV),Fp2 (uV),F3 (uV),Fz (uV),F4 (uV),T3 (uV),C3 (uV),Cz (uV),C4 (uV),T4 (uV),P3 (uV),Pz (uV),P4 (uV),O1 (uV),O2 (uV),Ref,AccX (mg),AccY (mg),AccZ (mg),Event A, Event B
,-1313,-8,5,-2,4,-9,6,3,2,8,-2,1,-2,18,5,-8,6,4,,,,,
,-207,8,5,2,,1,-14,-6,-6,-14,-3,10,-13,-8,4,12,-8,-17,,,,,
,119,,,11,4,1,11,10,11,1,,-16,-5,-13,-1,-9,-7,-1,,,,,
,94,-28,-1,-11,2,2,7,-3,-4,9,10,5,13,13,-5,-1,6,6,,,,,
,-43,4,8,-2,-12,,-7,3,3,-14,-5,1,-7,2,-5,-7,-4,-3,,,,,
,648,24,-1,-6,14,5,-4,-13,1,7,-2,-3,-13,2,2,10,,2,,,,,
,-47,,-9,15,-13,,2,-7,,-9,-3,5,3,-4,10,3,1,11,,,,,
,4312,-8,-4,-9,-6,3,-3,7,2,5,-4,8,-11,-10,-16,-5,7,1,,,,,
,-3366,-9,6,-3,3,-15,8,5,-5,,6,1,10,8,17,-1,4,1,,,,,
,-2060,9,-1,8,,-3,2,3,25,,2,6,13,3,10,1,8,-5,,,,,
,-506,8,,-6,1,8,-11,-6,-11,-8,-8,-1,4,-6,-13,-10,-14,3,,,,,
,-239,-44,-6,-14,-6,-1,-2,2,-11,,-3,6,-13,-13,7,8,-6,-12,,,,,
,220,-1,2,13,12,10,10,6,,14,8,-14,-2,15,-7,10,-2,2,,,,,
,-14,-2,8,3,-1,1,-4,-2,-19,-4,5,1,-5,-9,5,-16,5,-5,,,,,
,400,10,5,-3,-11,-6,-8,-6,10,2,,,4,,5,13,15,11,,,,,
,-249,-9,-6,-6,13,,-1,-1,4,1,-5,-4,-12,4,-12,-5,-7,-4,,,,,
,42,22,1,18,-11,,11,2,6,-7,9,7,-1,-1,11,-4,-1,16,,,,,
,913,-2,-5,-11,6,2,9,7,-1,-4,,5,20,4,-7,1,-13,-11,,,,,
,-1149,-20,6,,-5,1,-12,5,-5,-1,-3,,8,-13,1,3,4,3,,,,,
,134,5,-6,8,16,-3,10,-1,12,16,-8,-7,-10,1,-5,-5,12,-3,,,,,
,-137,-3,9,-3,-6,2,-5,-1,,-6,-5,4,2,,-1,15,-6,2,,,,,
,187,-1,4,-11,-10,-11,9,-13,-6,-1,5,-5,-2,-6,3,2,-4,-3,,,,,
,-121,-11,-10,-1,2,-1,-4,8,10,,1,1,-7,6,-4,-8,7,-5,,,,,
,193,-1,,1,6,8,-6,11,-16,-1,8,,-5,9,5,-6,-7,-3,,,,,
,1330,10,-2,4,7,2,11,-2,1,9,-2,,-3,-4,-3,7,10,17,,,,100,
,-805,-11,-3,,-13,-12,-8,-13,10,-9,-4,7,5,2,4,-2,-2,-5,,,,-100,
,975,12,12,-1,,8,-1,-4,-6,-6,5,-10,16,12,1,15,,-16,,,,,
,-1379,-10,-3,1,-5,4,-2,-3,-3,9,-1,-8,-3,1,,-6,-5,13,,,,,
,-73,-21,-6,7,-2,-8,4,3,10,-4,-12,5,6,-5,2,-13,,,,,,,
,340,18,7,11,10,12,17,10,16,4,6,16,-3,-6,10,,-6,-7,,,,,
,883,3,-1,-6,-5,6,-10,-9,-21,,4,-10,-7,-5,-15,-8,-8,2,,,,,
,-637,-18,,-7,9,-4,-4,-6,-7,-5,-3,,-7,7,-3,8,4,-10,,,,,
,55,9,-4,-9,1,,-8,18,-4,5,-3,-4,-11,-6,1,-4,-3,-10,,,,,
,1651,-23,-11,2,-5,4,-5,3,,-8,2,8,12,8,6,2,-3,20,,,,,
,-804,9,9,7,,-13,3,-14,13,-2,-5,-2,21,-6,-13,-8,18,-3,,,,,
,-532,3,-4,,-2,3,7,1,-11,6,-6,-3,-8,4,1,10,5,3,,,,,
,-566,,,-4,-8,-7,,9,9,1,13,-3,-5,5,6,5,-13,,,,,,
,81,-1,-9,-6,3,-7,3,-3,2,6,5,20,11,-2,13,7,,13,,,,,
,451,5,14,18,5,10,4,3,-1,-13,1,-8,-5,,-13,-5,2,-1,,,,,
,-65,-3,7,6,5,4,-3,6,3,6,-5,-5,-10,-13,-4,6,-3,-10,,,,,
,283,-14,-6,-17,-3,6,-2,-7,-1,3,2,-4,-3,11,9,-8,1,-4,,,,,
,-334,13,2,1,7,2,1,-5,6,15,-1,6,6,,7,5,6,5,,,,,
,892,-10,-20,-4,-3,-6,-1,-14,-20,-17,-11,-17,-3,-14,-10,-12,-5,,,,,,
,-960,,11,1,-2,-18,2,7,9,,-3,7,15,9,,,-1,3,,,,,
,-183,-4,11,,3,14,-9,4,9,1,-6,10,-3,12,1,13,5,9,,,,,
,490,4,-3,-3,-3,-1,-10,-8,-12,-12,12,-5,-4,-8,9,1,3,-10,,,,,
,-412,-20,10,6,8,5,8,5,5,2,11,1,-1,11,-7,-6,-2,-3,,,,,
,84,-2,-1,4,-2,6,5,-7,-4,3,3,-10,-1,-5,-5,-6,-1,-2,,,,,
,760,16,-4,-7,1,-7,2,11,,8,-4,4,-4,-13,5,1,3,-5,,,,,
,46,-14,-2,11,2,,8,1,14,4,,7,1,4,-2,5,-2,7,,,,,
,864,1,7,-9,2,2,5,-5,-1,,-11,-13,-5,1,4,-15,-6,1,,,,,
,-2264,15,-6,6,-3,-7,-13,20,-8,-4,-9,-2,5,-10,1,7,,,,,,,
,1807,-27,-21,4,-9,1,-8,-14,-8,-3,20,4,1,-1,-14,4,8,5,,,,,
,-1103,-1,16,5,4,4,3,-1,,,-7,5,-6,9,5,-20,-9,-17,,,,,
,783,15,-1,-3,12,5,11,13,11,11,2,6,3,3,10,8,7,11,,,,,
,-1322,-17,6,-11,-12,-10,-4,,4,-14,-8,1,,-4,6,6,2,6,,,,,
,148,4,-4,7,2,5,2,-7,-11,2,-2,-4,-4,12,-12,9,1,-7,,,,,
,264,-11,-10,3,3,4,4,-3,-3,5,15,3,-2,-4,-3,3,-2,-5,,,,,
,1358,-11,6,-11,-8,,-5,-2,3,6,,,5,-12,-1,-12,-11,2,,,,,
,-660,2,-6,-12,,-6,-8,-5,-8,-8,-8,-8,10,3,-1,-3,5,2,,,,,
,-569,,9,7,-3,-1,-2,14,7,2,10,13,,9,4,20,4,4,,,,,
,103,-1,-5,-1,6,-3,-2,-3,7,-4,-17,-3,-8,8,-4,,8,-4,,,,,
,967,,-6,-6,-15,1,6,3,-7,,4,-2,-7,-2,8,-6,-2,1,,,,,
,-920,-1,12,9,4,2,-2,,1,-2,13,4,16,-3,9,-12,-1,1,,,,,
,72,1,1,13,11,4,6,-4,-4,6,,-1,2,4,-8,1,-5,-6,,,,,
,-362,1,5,-12,9,-9,-1,-6,-6,2,-7,-8,-8,-9,,-1,-5,-1,,,,,
,253,,4,11,,12,-12,5,3,-2,14,3,5,7,-5,-2,-8,-1,,,,,
,-335,-1,-16,-10,-8,-6,4,,1,-1,-2,2,4,,3,2,18,-5,,,,,
,304,,2,-4,-7,2,-1,-2,2,2,-10,5,-7,-4,1,5,1,-6,,,,,
,-326,3,,10,6,-1,19,-10,7,-13,-7,-3,-19,-2,1,3,-10,5,,,,,
,-774,-1,3,-2,2,,-5,,-11,12,9,-3,10,-3,,,3,14,,,,,
,1763,-2,7,-1,-8,1,-13,1,6,-9,,7,-1,7,-3,-4,-8,10,,,,,
,-1188,-15,3,-11,2,6,5,7,12,6,-1,-11,4,-8,2,2,-5,-1,,,,,
,831,-2,1,10,8,4,-2,,-9,9,-6,-9,7,-5,4,17,15,-10,,,,,
,-855,-6,6,10,-8,-6,,7,4,4,10,14,,11,-5,-10,-1,,,,,,
,1840,23,-12,-4,-8,-5,-3,-17,-1,-12,-8,-3,-11,-11,,-15,,-10,,,,,
,-1629,-15,-17,-2,-6,5,3,-3,-7,8,6,-3,6,6,9,10,13,1,,,,,
,383,-1,7,-14,15,-4,7,11,1,-5,-1,2,-2,-13,-17,1,-9,4,,,,,
,-214,-1,8,9,2,3,-5,6,1,,-10,-5,-4,3,5,-6,-11,-1,,,,,
,219,2,-15,-7,-4,-3,-3,-9,-10,-8,-4,2,4,11,6,8,-4,12,,,,,
,-634,-2,1,,-5,2,-4,-1,10,-5,14,14,3,8,-3,10,14,-9,,,,,
,953,1,6,7,2,-5,-7,-5,18,10,-1,1,6,,7,-18,-3,2,,,,,
,726,-1,12,,5,2,,10,-10,5,2,-16,-7,-17,-5,-12,-6,,,,,,
,-1751,-23,,1,7,-6,10,-1,-11,13,-3,-7,2,-2,-10,9,-2,-9,,,,,
,407,23,-8,10,-5,1,14,16,4,-13,-5,6,-5,,-4,3,-3,1,,,,,
,-245,1,-2,7,,4,-5,-4,11,-9,,1,-7,1,9,2,1,9,,,,,
,870,-8,-7,-8,-5,7,-15,-16,-6,-1,3,3,4,7,5,3,4,-6,,,,,
,-44,-1,,,-6,-2,-2,-10,-11,8,-3,8,8,11,1,2,17,2,,,,,
,-748,-18,-5,-12,4,-3,15,,-2,,2,4,3,13,-5,-6,-8,15,,,,,
,509,-1,7,-7,5,9,3,9,9,-10,-2,-4,-10,-17,4,,-9,-16,,,,,
,366,1,8,-3,-3,-9,-3,8,5,,5,-16,-1,-7,-9,-10,,-7,,,,,
,-295,-9,5,8,2,,-1,-1,-6,6,8,10,3,6,9,12,8,16,,,,,
,-61,10,-3,7,3,9,8,1,-1,-3,-1,6,7,,7,7,-12,,,,,,
,-46,-33,-2,2,-13,6,-10,3,-3,-1,3,-3,3,-2,-3,-5,13,3,,,,,
,382,12,-11,-10,-1,-25,-13,1,-8,-2,-2,3,-14,1,-7,,-4,-8,,,,,
,822,-13,5,1,12,4,-2,-2,-6,-3,1,-9,6,13,1,14,-1,,,,,,
,-1897,16,11,-6,6,13,17,,13,2,-9,-2,-4,-4,-9,-30,-8,4,,,,,
,1369,4,,3,-1,-8,-5,-7,-1,-2,6,7,10,-10,-1,16,4,3,,,,,
,434,-4,-6,3,,-5,-2,1,7,-1,-3,-16,-5,-1,1,-3,3,-14,,,,,
,-1490,-1,1,4,-10,15,6,1,7,3,1,11,-6,9,-8,-7,-3,4,,,,,
,-123,4,,-5,3,-2,-3,1,-8,18,3,8,3,-13,7,5,3,5,,,,,
,74,-19,10,8,15,-6,,1,2,-1,1,-5,10,-7,9,3,-4,-8,,,,,
,1207,15,-2,5,-7,3,-7,12,-1,-6,-2,1,-5,12,-1,-5,7,6,,,,,
,-547,-30,-9,-4,-7,-7,9,-5,-6,-7,-1,2,-7,,-2,14,-2,7,,,,,
,251,-2,3,11,-2,12,-9,-7,-4,3,2,3,-2,-4,-7,-2,8,5,,,,,
,-1061,5,-13,-20,5,-10,20,-8,17,,-10,,-5,12,-4,-5,-14,-12,,,,,
,-320,16,-2,-9,1,-2,-10,-7,-3,2,-12,-6,3,-3,,-3,-4,-11,,,,,
,1544,-16,,14,-2,-8,-14,9,-7,6,11,-5,12,-6,15,,15,14,,,,,
,-652,-4,-3,3,-8,10,6,-2,6,-7,6,5,-1,4,-4,-1,14,10,,,,,
,-424,17,9,2,10,,-7,-7,-3,8,5,8,-3,5,4,12,-13,1,,,,,
,2370,-16,11,,9,1,9,14,3,,-4,-3,-7,-5,2,-5,-1,-20,,,,,
,-2521,8,1,-10,-20,-5,-4,-3,-13,-5,-11,-20,-2,-3,-16,-13,-10,-6,,,,,
,63,-19,-5,-2,,,7,,6,-3,5,,-2,-8,-6,2,-4,,,,,,
,185,9,-6,2,7,2,-4,-5,-11,-9,2,19,10,2,5,7,1,6,,,,,
,240,-10,15,6,-9,-2,12,10,-2,9,6,13,-12,-2,13,6,6,6,,,,,
,465,-3,-55502,-55501,-55532,-55554,-55530,-55519,-55558,-55582,-55434,-55436,-55455,-55494,-55417,-55458,-55468,-55468,,,,,
,134,,-223148,-223095,-223283,-223396,-223231,-223260,-223362,-223444,-222877,-222862,-222976,-223091,-222868,-222970,-222974,-223023,,,,,
,-550,15,-56067,-56039,-56113,-56138,-56078,-56098,-56103,-56132,-56004,-55997,-56029,-56065,-56004,-56034,-56024,-56051,,,,,
,712,-30,-7,5,-2,-13,-4,-1,-10,4,-7,8,-13,3,-7,9,16,,,,,,
,-392,15,-8,-16,2,-4,-13,-8,-21,-21,-1,-7,,4,-6,3,6,-1,,,,,
,-1312,-14,-3,3,3,5,10,3,6,4,8,2,2,-2,-1,-2,-2,-4,,,,,
,868,15,10,5,2,8,-3,-3,16,6,-3,6,2,-7,-7,-3,-11,-3,,,,,
,420,-3,15,-5,-2,3,6,-4,2,-7,10,-3,,-1,1,-12,-14,-3,,,,,
,-564,,-13,6,-5,-3,8,9,-3,2,-17,,8,20,-4,7,20,3,,,,,
,109,-18,-3,-1,4,5,-12,-14,-3,-2,5,-3,-1,-3,5,5,1,-2,,,,,
,13,,16,1,-6,-13,-5,13,-11,-8,10,1,1,-10,8,11,-10,-3,,,,,
,-209,,-5,-1,6,5,14,2,8,8,6,-1,-6,-4,2,-15,9,10,,,,,
,1556,-10,-1,-5,-9,-13,3,4,1,-3,-6,1,9,10,-2,-7,5,2,,,,,
,-1255,21,-4,-2,10,3,,-15,,2,-12,4,-3,-7,-1,3,-14,-15,,,,,
,-325,-22,-7,2,-1,9,,10,-2,11,-3,-7,-10,16,3,-7,2,-2,,,,,
,385,2,1,-8,-1,2,2,4,6,-9,1,8,6,-3,8,15,10,7,,,,,
,-184,-2,1,1,-2,1,-5,6,9,18,-5,11,-9,-6,-8,-2,-12,,,,,,
,-414,6,6,-2,-1,-3,-8,-3,-13,-10,1,-9,9,3,2,9,2,8,,,,,
,1003,2,-4,9,-17,-7,-9,-2,-4,-4,10,-5,1,-5,1,-7,9,-10,,,,,
,-924,15,5,1,14,8,,-6,12,5,-1,-3,-3,3,-10,-9,2,-9,,,,,
,3636,-17,3,6,2,1,15,-7,5,-3,-3,-7,-5,-1,11,,-3,9,,,,,
,-3046,,-16,-17,,-16,-3,7,-14,-4,5,9,4,-1,5,1,-12,11,,,,,
,-115,-11,5,3,8,8,-3,-3,-11,11,5,-2,4,-1,-9,-2,-18,2,,,,,
,-190,13,18,14,8,11,10,8,12,-2,-10,3,2,4,-10,12,7,,,,,,
,32,-1,-3,1,,-7,-4,,,-10,4,-5,-6,-2,-6,-6,22,-3,,,,,
,-355,-12,-2,5,-8,5,-1,-4,-8,,14,5,1,5,16,,3,-4,,,,,
,388,18,-6,-7,,-2,-2,-4,9,2,-3,5,9,-5,-4,8,-8,2,,,,,
,987,6,-13,-11,-14,-1,-1,-5,-7,-10,-16,2,-12,-2,1,-11,8,-7,,,,,
,-695,-2,9,4,7,-3,1,3,4,2,5,-7,13,7,3,-8,5,-1,,,,,
,-332,-4,4,15,4,,2,6,11,15,3,,2,8,4,-1,-22,6,,,,,
,1169,-2,-7,-8,11,-6,5,2,6,4,2,18,8,2,-1,6,5,-4,,,,,
,-1310,-9,4,-4,-10,2,3,-2,-10,-1,-5,-10,-16,-14,5,7,1,-4,,,,,
,20,-19,-2,-10,-13,-4,-7,-3,-7,-2,-13,-2,-6,-5,-6,-4,2,5,,,,,
,152,-1,-2,1,8,2,-3,1,4,-10,10,-8,9,13,2,5,9,3,,,,,
,-184,2,-5,-10,2,-1,10,-1,3,-2,4,-1,-5,-13,1,-2,,-2,,,,,
,1263,1,-3,15,-3,-4,-11,-3,-4,5,5,-5,4,5,-3,-3,2,6,,,,,
,-612,-1,1,-13,-7,2,4,-7,-10,-10,-10,1,-5,6,-20,-4,-13,-11,,,,,
,105,,11,10,-2,-5,-1,9,9,14,-13,4,-10,4,6,6,3,-2,,,,,
,-560,-1,2,4,2,5,-1,1,5,-5,10,-9,-8,-21,14,-3,,-2,,,,,
,202,1,-6,-7,10,14,-6,-5,-9,,,8,11,-1,4,4,3,18,,,,,
,5,,1,-1,,-9,-2,,7,-5,11,9,16,14,-16,4,-7,,,,,,
,723,-1,-8,1,2,1,-1,5,-4,-1,-4,,5,4,,3,4,-11,,,,,
,1848,2,13,11,3,2,3,12,4,6,,,-14,-2,13,-15,,,,,,,
,-3241,1,-12,-21,-3,5,13,3,-2,-12,1,2,10,-8,-10,4,4,8,,,,,
,-7,-2,8,20,-6,-1,4,-9,-3,5,7,,-5,14,-2,5,,-1,,,,,
,66,1,4,-1,-9,-7,-20,-9,3,8,-2,-7,-8,-8,4,-8,-1,-9,,,,,
,2332,-34,1,2,4,5,6,-3,12,6,1,-1,-5,-10,15,,-9,-3,,,,,
,-2336,25,,-3,14,-2,10,9,2,4,-5,8,8,2,-3,21,4,16,,,,,
,147,8,-1,-2,-2,2,-3,5,-5,-2,-10,-8,6,7,-12,-9,1,2,,,,,
,-104,-33,-4,6,,12,-2,-6,5,-7,-6,-10,-2,-2,-3,-21,-1,-13,,,,,
,-5,,2,-8,5,-4,-5,1,-3,10,14,4,-5,5,9,13,-3,-2,,,,,
,365,,2,6,-5,4,-1,4,4,-8,3,8,10,6,-16,9,11,13,,,,,
,-257,3,,13,1,-9,1,,-17,-2,-7,-11,-11,-8,-1,-10,-5,-16,,,,,
,1780,-8,3,-9,-11,-9,7,2,-1,-9,-5,,-2,-4,6,2,-7,-14,,,,,
,-1400,5,-11,-6,-9,-2,4,-16,6,3,-6,3,5,4,,3,-6,14,,,,,
,-795,,-1,-2,2,-7,-23,-4,-11,2,13,7,5,2,15,1,-5,7,,,,,
,304,-14,4,4,9,7,11,11,4,-5,17,9,-4,3,5,2,7,14,,,,,
,340,14,-2,6,5,20,8,-1,-3,4,-5,-4,-1,,-3,-2,8,-8,,,,,
,-370,,-4,-9,-5,,-2,3,6,5,-8,-2,2,-8,5,6,-3,-3,,,,,
,162,,7,3,-5,-4,-11,4,-2,-1,-12,-10,-5,-7,-5,-9,1,-15,,,,,
,389,-14,4,-11,6,-13,1,-8,-1,-6,3,-3,-1,18,-15,-3,-1,1,,,,,
,-89,13,,-3,-13,-4,3,4,-6,-4,2,-1,4,-5,3,8,-2,14,,,,,
,3143,-31,-2,5,12,11,5,3,13,5,7,7,3,-11,-3,-10,4,-2,,,,,
,-1280,1,-3,4,14,-2,6,3,-3,10,-1,-1,14,,6,-10,1,1,,,,,
,-2120,10,5,6,-1,10,-7,-9,-7,-1,2,11,-18,10,7,21,1,4,,,,,
,94,-10,2,5,-16,-2,,-4,-5,-9,-6,6,-1,-14,-5,-7,-3,-6,,,,,
,152,17,1,2,1,-5,2,14,12,3,-6,-12,1,9,4,6,-2,4,,,,,
,-690,-19,7,-2,-7,-11,-1,-4,3,9,17,-2,4,-9,3,9,3,-3,,,,,
,1312,-11,-10,-10,5,-5,5,-12,-3,-8,-3,13,-2,5,-2,-10,9,3,,,,,
,-699,13,-7,7,,3,-7,2,-5,-4,-9,-10,3,1,-8,2,2,4,,,,,
,-516,,,,9,10,1,5,,-8,5,2,-1,17,-2,1,-2,-7,,,,,
,-37,,-6,-8,-2,9,-5,,3,7,9,,3,-5,7,5,-16,5,,,,,
,56,,3,-5,-7,-6,4,3,-3,6,-6,-2,,-18,-4,-13,11,5,,,,,
,-140,,7,2,5,-8,-5,4,-3,-6,3,6,2,11,4,2,5,-4,,,,,
,-59,,3,15,4,7,6,12,12,11,-2,1,-4,12,8,-1,4,3,,,,,
,373,,1,-10,-4,6,1,-14,6,-1,3,-13,-4,-9,-7,12,-7,1,,,,,
,-86,-10,-12,,-5,-11,7,-6,-7,-4,-10,3,4,-10,-6,-3,-9,-10,,,,,
,-922,-3,1,8,4,4,-20,,,6,8,12,4,9,1,-11,11,7,,,,,
,-206,-18,9,-9,15,5,15,7,6,-9,6,-3,-5,-7,7,10,-2,2,,,,,
,601,,-1,-8,4,3,5,-4,7,-5,-14,-16,-9,-2,-13,,-5,-2,,,,,
,-326,5,-2,9,-19,-7,-1,-7,-19,4,13,8,9,-7,8,-10,3,-5,,,,,
,17,-5,-1,-7,-2,5,2,-1,-8,-4,1,21,-4,3,3,-9,1,-4,,,,,
,-137,,-5,6,-8,-4,-14,3,16,5,-11,1,-1,4,16,24,7,11,,,,,
,138,-13,3,,1,-5,2,-11,,11,-8,-9,4,6,-8,14,-3,-6,,,,,
,-67,-1,7,-3,10,-10,8,6,-5,-14,7,-9,3,2,-14,-24,-6,-5,,,,,
,139,5,-6,,10,12,3,6,,-2,4,1,-2,-6,9,4,-7,3,,,,,
,-296,14,,13,-14,-5,-5,6,-8,3,-5,13,-2,1,-5,6,10,-3,,,,,
,47,-18,2,-1,,2,-1,5,9,8,4,-1,-7,,4,-4,3,-1,,,,,
,47,3,2,-2,1,9,-7,-13,-2,1,-5,-9,3,8,-3,2,-6,4,,,,,
,529,-16,-1,-9,4,2,-1,10,-5,-11,,-4,-3,-5,3,-3,7,9,,,,,
,-599,26,,-4,-1,-10,6,-7,6,-4,-10,5,-4,-16,-10,-6,1,2,,,,,
,48,-4,1,9,-11,-3,4,1,-2,6,2,-16,3,12,4,-1,-5,-6,,,,,
,21,-19,-12,-6,15,-2,5,-3,-3,-13,18,-5,1,5,7,-1,-5,7,,,,,
,184,-7,14,2,11,10,-1,5,4,19,-3,5,-1,3,-13,-17,-3,-12,,,,,
,915,,1,24,-20,-6,2,-2,,-6,5,16,6,-2,5,-3,5,-14,,,,,
,201,17,,-8,7,5,-3,5,9,7,-12,-6,2,2,,15,3,16,,,,,
,-224,,-3,-1,-9,-1,6,5,-1,,-7,-1,-3,,4,-7,-3,-6,,,,100,
,5527,-17,-7,-4,6,-4,-15,-5,-5,,17,5,,-13,10,15,-11,-3,,,,-100,
,-3749,-1,-3,-13,-9,-4,-8,-1,-8,-12,-2,-6,-5,13,-12,-1,10,11,,,,,
,-1200,1,3,,2,11,3,5,-2,-1,4,-4,5,5,-5,3,14,-9,,,,,
,-694,-9,3,-2,18,-1,9,1,3,12,8,5,1,-10,12,7,4,2,,,,,
,-3,,-3,-3,-5,4,6,,1,18,-12,-5,2,-17,-5,-15,-9,5,,,,,
,1078,9,13,14,-7,6,-4,2,3,-5,-5,-3,-17,16,-8,-2,1,,,,,,
,-1169,,,1,-1,-2,-4,-7,5,-15,6,,17,12,12,10,6,3,,,,,
,586,1,,1,-5,-12,4,-2,-4,3,-7,7,5,,12,2,-12,12,,,,,
,264,-32,-14,-8,-3,-3,-22,-5,-9,-1,3,2,3,-10,-16,-7,5,-3,,,,,
,-37,21,6,7,16,8,11,8,-6,-10,3,5,3,2,,7,-2,4,,,,,
,-765,-14,-7,-9,-5,3,15,9,15,-1,-1,3,-2,-3,-4,,-3,-7,,,,,
,134,-8,2,-3,-7,-12,-8,-15,12,-7,,-8,-6,-7,,-14,-4,-14,,,,,
,155,23,-3,7,-4,-6,-4,-7,,12,-3,6,-18,,-2,9,1,-7,,,,,
,164,-21,-5,-7,3,3,6,-1,-12,3,-5,-8,6,3,10,5,,1,,,,,
,-26,,5,7,8,8,-2,3,-15,-7,-6,1,6,2,11,8,2,13,,,,,
,-770,,13,13,9,6,2,10,12,6,10,2,4,5,-20,3,,5,,,,,
,-39,,-2,-14,4,1,-3,5,-2,-8,4,3,9,2,-7,-8,1,7,,,,,
,1976,1,2,-7,-4,-4,1,-18,-1,5,-2,-7,3,1,-1,-11,3,-19,,,,,
,-1831,-10,6,3,-13,-12,-6,10,-8,3,-7,-7,-11,-3,,4,-4,-5,,,,,
,-419,-1,-2,-9,3,3,9,1,14,-3,-5,3,-3,1,5,4,3,3,,,,,
,427,6,-4,9,-7,8,-11,-8,-6,-8,4,3,-2,,,-4,-9,-1,,,,,
,104,5,-8,3,12,-7,5,7,-5,7,5,9,,-2,6,-5,9,10,,,,,
,177,-9,10,1,1,3,1,,3,-1,-2,2,1,-2,-7,1,-10,1,,,,,
,-301,-3,-1,4,-6,-1,2,,6,2,11,-1,-3,6,4,11,5,-4,,,,,
,49,2,-7,4,5,-8,11,3,3,-2,-8,2,,3,2,9,8,-5,,,,,
,370,-19,-7,-17,5,4,-1,2,6,8,-1,-8,3,-6,1,-17,1,6,,,,,
,1703,21,15,-9,-14,9,-7,-4,-12,2,12,-7,6,-7,13,-3,-3,5,,,,,
,-2010,-22,2,28,-3,1,-7,-4,,-1,9,8,-1,4,-1,-4,-3,-3,,,,,
,566,1,-2,-12,17,,10,11,-3,6,-8,2,-10,6,-14,5,2,2,,,,,
,-537,16,3,5,7,-6,-9,-6,8,-16,-17,5,-1,-3,5,8,2,-6,,,,,
,351,-22,-5,-2,-9,,-1,3,-9,16,-6,-7,1,-8,-5,-6,-12,-3,,,,,
,-491,2,55501,55497,55528,55568,55535,55525,55568,55568,55463,55443,55455,55496,55422,55464,55480,55469,,,,,
,253,-10,223139,223098,223300,223396,223222,223244,223371,223440,222875,222843,222980,223108,222870,222974,222971,223038,,,,,
,155,-3,56070,56048,56113,56136,56089,56107,56117,56154,55985,55990,56038,56067,56014,56030,56005,56049,,,,,
,-19,13,9,-11,-5,-2,-5,3,15,-2,11,-12,9,-14,-2,,15,2,,,,,
,-90,,7,20,4,20,2,-11,-3,5,-1,2,15,-6,1,-10,-1,-3,,,,,
,85,4,-12,-3,-15,-14,-4,3,2,-7,2,11,-6,6,7,10,-5,-3,,,,,
,15,-30,-12,6,,10,3,12,-5,-1,-4,3,5,4,,-7,-7,22,,,,,
,-165,26,5,-12,4,-11,12,-5,-13,-2,-13,-3,-4,-16,-8,-9,5,-19,,,,,
,-21,-31,6,2,9,2,-1,-6,1,5,3,-12,-10,-5,-4,-4,4,-8,,,,,
,-161,18,1,-1,9,1,-9,-7,-5,2,7,9,2,8,4,2,9,17,,,,,
,-53,-13,-15,2,-8,-6,-9,7,-5,-1,-2,6,5,8,-1,-5,-8,-4,,,,,
,-178,-1,6,6,-4,3,4,-1,15,1,-5,-12,-19,-1,-9,9,-9,-5,,,,,
,2858,-4,14,3,-2,1,7,8,6,-7,10,-3,9,4,-2,-19,7,-5,,,,,
,-37,,-3,-5,20,1,-5,3,,-5,6,5,13,-7,7,5,2,-2,,,,,
,-2101,9,-9,-3,-9,,-1,11,-6,10,-10,2,-9,1,,13,-3,8,,,,,
,241,-22,8,7,-12,11,11,-10,3,,-16,5,-6,5,1,7,-7,,,,,,
,506,18,2,-7,3,-10,-10,-13,10,-4,10,-3,20,5,13,2,10,8,,,,,
,1668,-5,2,1,1,-3,-10,8,-2,4,10,1,-2,11,-8,-7,,-2,,,,,
,-2432,-13,-12,-3,-8,5,4,-1,-8,1,-9,-3,,-6,2,2,8,-5,,,,,
,-596,,1,9,8,3,4,4,7,-6,2,3,-5,-7,,-14,-15,-15,,,,,
,380,3,-5,-10,-7,-11,-7,-5,-17,8,,9,-7,-15,-7,3,-6,7,,,,,
,395,,1,,7,1,9,6,2,,-2,-12,-8,-4,-10,7,15,-4,,,,,
,83,10,4,-2,-1,-9,-1,-7,4,4,-4,-7,5,7,7,-8,-15,-5,,,,,
,-513,-4,-6,-5,-1,8,-4,10,-3,-11,,-5,7,4,12,5,6,6,,,,,
,67,-27,6,6,4,3,,-8,1,-3,2,15,,-7,,5,-9,1,,,,,
,2,1,14,-1,-7,4,-4,-11,6,7,3,-1,-4,7,-2,1,9,-6,,,,,
,56,4,,3,-8,1,2,7,6,2,-2,-5,3,-10,-3,-6,11,6,,,,,
,132,33,-12,-3,2,-1,8,3,-1,-15,9,8,-4,,-1,-1,10,3,,,,,
,-189,-37,-1,-4,15,4,-2,-8,-5,1,3,-2,5,-2,-7,1,-12,-4,,,,,
,-106,-13,5,10,-5,4,-1,-2,10,,-2,-3,-13,-4,5,3,-2,2,,,,,
,467,,9,7,5,-4,-2,11,3,15,10,2,7,7,3,3,,-2,,,,,
,-251,17,1,9,2,-2,7,8,-11,13,-16,,8,-4,5,3,3,-11,,,,,
,-399,-17,,-6,-4,-3,1,-2,-1,-4,-10,-18,-9,5,-5,-11,-2,7,,,,,
