Packet Number (n), App Timestamp (us),Sensor Timestamp (us),Fp1 (uV),Fp2 (uV),F3 (uV),Fz (uV),F4 (uV),T3 (uV),C3 (uV),Cz (uV),C4 (uV),T4 (uV),P3 (uV),Pz (uV),P4 (uV),O1 (uV),O2 (uV),Ref,AccX (mg),AccY (mg),AccZ (mg),Event A, Event B
,-789,-19,-16,3,-9,-4,-3,-4,-11,-12,4,-3,5,3,1,4,7,13,,,,,
,522,,-10,,,-12,-8,3,9,6,-5,-5,-8,7,2,-6,-6,-15,,,,,
,1315,-12,1,-10,1,-7,3,-4,-4,,7,-5,5,7,3,6,8,,,,,,
,-2303,11,9,,7,5,,5,10,-9,,-1,-2,-4,-8,17,8,12,,,,,
,364,1,-3,1,-1,5,-5,2,1,13,-1,5,-2,-2,-4,6,-5,2,,,,,
,806,,3,-6,1,-5,8,-1,-2,-1,-9,,-5,-7,8,-11,1,-9,,,,,
,-396,-1,-10,-9,-5,3,-2,-7,-5,-3,-1,9,2,,-10,-6,-1,10,,,,,
,324,-8,55503,55511,55545,55575,55546,55539,55577,55580,55456,55446,55456,55497,55417,55459,55471,55463,,,,,
,-185,10,223144,223089,223283,223399,223222,223259,223353,223436,222873,222836,222991,223094,222874,222965,222973,223034,,,,,
,233,-1,56072,56055,56112,56130,56076,56096,56124,56147,55986,55979,56028,56052,56012,56016,56006,56047,,,,,
,-710,-2,3,6,15,-1,,2,3,6,-6,1,-1,13,8,12,8,5,,,,,
,560,-31,3,-1,-11,-3,-3,1,-1,-3,8,-3,10,-8,2,-4,7,-4,,,,,
,400,,,6,-1,2,-5,2,2,-1,,,3,7,,4,-3,3,,,,,
,-1279,23,,1,5,7,8,-5,6,-1,1,-4,-9,-2,11,-5,-7,-3,,,,,
,409,1,5,-13,-14,5,-4,-10,-4,9,14,2,3,,-10,5,-6,5,,,,,
,864,-24,,4,,-3,1,-4,-6,,-9,-3,-6,6,-6,1,6,-1,,,,,
,-1542,,-2,12,7,-10,4,11,5,-3,7,-5,-6,-1,-7,-9,7,-3,,,,,
,863,,6,-12,5,,-2,6,-3,-8,-4,17,7,-10,9,15,3,-5,,,,,
,-538,-13,-12,-15,2,2,-15,-10,-10,-10,2,5,5,10,1,,5,2,,,,,
,983,13,13,15,-3,9,6,8,7,7,-9,-5,,3,3,-10,-6,-4,,,,,
,-1088,-9,-3,-1,-7,-1,3,-3,1,-1,,14,1,-1,-2,10,11,4,,,,,
,495,9,,2,15,5,5,-2,10,5,-8,7,2,-5,11,,-9,,,,,,
,-200,,-5,7,1,-6,6,6,-4,17,11,-3,-4,2,-7,-12,-5,-8,,,,,
,-559,3,-13,1,-1,-2,-3,-2,2,-3,4,-6,-2,-3,-5,8,-4,-1,,,,,
,1203,,6,-13,-5,4,,-2,,-12,-2,-13,1,-3,-11,-5,-3,-7,,,,,
,-752,-16,12,-2,-3,5,-8,-4,-8,-2,9,-8,5,8,6,12,5,11,,,,,
,1326,13,3,-8,3,-6,-9,-8,-12,-6,-7,2,-6,-1,1,-9,-1,7,,,,,
,3452,-31,-11,9,4,-12,2,5,4,3,-12,-3,9,-10,-1,-4,3,-2,,,,,
,-3461,4,-1,-5,,-5,-3,1,9,5,4,-1,-8,-1,7,3,1,-4,,,,,
,-912,14,1,12,-20,-2,5,2,-1,-1,16,6,9,11,5,,5,-1,,,,,
,-206,4,3,5,1,8,-5,5,,-13,-9,6,7,-1,-14,2,,7,,,,,
,716,-22,-16,-6,6,,9,-8,-6,10,9,7,-10,4,-6,8,3,1,,,,,
,-319,-9,3,1,10,6,8,2,-1,10,-2,-5,-7,,6,,-7,-16,,,,,
,185,9,8,-1,,7,-8,-1,1,-11,-11,,-7,-9,-2,-17,-2,11,,,,,
,129,23,7,6,4,-5,14,3,6,13,-4,-2,9,3,2,-4,-3,-1,,,,,
,-255,-33,-4,,,-16,-9,-3,-1,-2,-1,-8,-2,4,3,,-2,-3,,,,,
,-224,10,5,-2,5,5,5,5,11,-2,6,5,-4,1,3,1,9,1,,,,,
,-484,-13,1,-17,-14,3,2,,-15,1,4,4,17,-2,8,16,,6,,,,,
,7,13,2,8,-4,3,-4,2,2,-2,-2,-4,-17,5,-5,-6,-6,-1,,,,,
,848,,-4,9,-3,-6,3,-4,6,5,-1,3,-1,-2,-1,2,-2,-2,,,,,
,-869,,,2,-5,18,-9,3,2,2,-7,-4,8,-12,-6,-9,5,-5,,,,,
,-147,-13,5,9,11,-8,2,3,7,-2,3,3,7,9,2,1,-8,,,,,,
,1347,-14,2,-4,12,-7,3,2,-10,-8,-1,-5,-8,5,5,-2,3,13,,,,,
,-724,-3,-8,-5,7,8,-1,-1,6,4,-7,4,13,-9,-6,2,,-6,,,,,
,-341,-1,-1,-7,-9,4,8,3,2,-7,14,1,8,-3,-4,13,16,1,,,,,
,-56,18,-3,4,4,-12,-9,-2,-1,1,-9,-7,-19,,-3,-13,-11,-3,,,,,
,912,4,1,-11,-5,-9,-10,-11,-8,-1,5,3,-11,10,1,-4,1,-1,,,,,
,-366,-21,-1,9,-4,7,11,2,4,5,3,6,13,-5,3,-3,5,7,,,,,
,-278,17,-7,-3,-9,-1,4,3,-7,12,-2,-2,4,-1,5,6,-6,2,,,,,
,201,-17,6,-1,13,10,2,4,5,-2,2,,-16,-12,-4,-5,-4,-4,,,,,
,-398,4,12,6,-7,,8,,3,3,10,11,9,,13,6,2,-4,,,,,
,329,-17,-8,10,-8,5,-5,5,-5,-3,-7,-13,-2,3,-3,9,-5,11,,,,,
,-7,13,-1,-2,11,-4,2,-10,-6,-6,-6,-8,,6,3,-5,15,-7,,,,,
,4164,-13,2,-10,-5,,-12,4,2,-11,5,15,-7,4,-7,-2,-10,-5,,,,,
,-3285,26,,-2,-18,-13,-4,5,-6,3,-14,-3,8,-11,7,-1,-1,1,,,,,
,-1660,-26,-7,,2,5,1,-13,-3,8,-1,-4,-2,-2,-2,2,5,3,,,,,
,1856,13,3,-5,13,-8,,-11,13,-12,15,-3,-5,7,3,8,-2,-6,,,,,
,-1510,,3,1,5,3,3,10,-1,1,-1,3,,3,-5,2,-12,3,,,,,
,291,-27,-4,9,-3,12,9,3,2,15,10,,6,8,2,3,6,17,,,,,
,1802,14,-1,-11,3,-10,-5,2,-4,-14,-13,-1,4,,-2,-14,-7,-7,,,,,
,-485,-19,8,6,,3,-4,5,6,6,,-1,-2,-10,-10,1,7,-10,,,,,
,-1682,1,5,7,3,6,-5,-6,-12,1,9,6,2,,4,-1,-1,-1,,,,,
,86,17,-18,-2,-7,2,-6,-1,4,,-10,9,6,5,-3,-1,2,,,,,,
,356,4,-7,-8,-11,1,,-5,-1,-4,-3,-11,5,4,1,3,-2,-2,,,,,
,-82,-21,7,3,12,,16,13,16,5,11,15,-11,4,10,8,2,2,,,,,
,674,5,4,9,7,-4,2,,-4,,-3,-12,-5,-5,-12,-2,11,5,,,,,
,-747,-5,1,3,1,-6,-7,-1,-7,-1,-2,1,,-7,-6,,-1,1,,,,,
,434,,6,-23,-13,-4,-6,-13,-5,-9,2,-2,-14,-6,11,2,-11,-8,,,,,
,-338,-1,11,-3,3,4,3,12,-2,18,,-3,10,2,4,-9,4,,,,,,
,545,-7,-13,16,1,8,5,-4,9,-4,-5,3,-9,-2,-4,-9,3,4,,,,,
,666,8,-3,-5,-3,-4,-8,,-5,-21,1,,1,,2,-2,-10,,,,,,
,-1505,-11,6,3,6,1,11,-1,10,5,9,3,12,7,-9,22,6,11,,,,,
,487,11,6,-4,2,7,-7,13,-7,9,1,1,8,6,9,-3,2,-2,,,,,
,-293,-10,-3,6,6,-2,6,-5,-5,11,-18,-8,-6,-16,-4,-4,1,-10,,,,,
,-698,9,-2,,-11,-5,3,-10,13,-12,-8,3,6,-5,-8,6,2,11,,,,,
,485,-8,2,12,8,16,-4,11,3,-3,8,-5,-10,10,9,1,-6,-1,,,,,
,331,1,-18,-6,7,-5,-3,-9,-1,-2,7,-3,5,,-2,4,-5,-10,,,,,
,-286,-48,9,2,-1,,-3,3,-8,4,4,13,3,-1,8,-2,4,5,,,,,
,4540,47,9,5,-13,3,8,7,1,,-1,2,2,2,20,-4,5,12,,,,,
,-2963,1,-5,-7,7,-10,4,3,-6,1,-2,-4,3,8,-8,-5,,-9,,,,,
,-370,-21,-11,-4,10,-9,-11,-6,-4,-1,-3,-4,-5,-5,-7,11,2,-9,,,,,
,-906,17,8,-7,-2,13,1,-6,-1,-5,3,-7,-5,3,-7,-7,-11,-2,,,,,
,166,-47,-1,2,-4,-6,3,,6,3,1,4,9,,-4,-8,5,7,,,,,
,-506,5,9,11,,1,6,7,4,10,-1,-3,-2,-9,-5,-13,-5,-7,,,,,
,513,,5,8,-11,-5,-1,,8,-5,7,6,-7,5,8,5,-5,,,,,,
,280,-2,-13,-11,,-7,-7,,-7,,-7,-5,-11,-15,-10,-2,2,-1,,,,,
,-311,2,11,9,1,19,12,-3,8,3,4,3,4,15,-8,7,2,21,,,,,
,290,2,-3,-16,-1,6,-2,3,-6,2,6,3,13,12,11,10,1,-11,,,,,
,-853,-13,-9,4,8,4,8,12,2,-5,-10,4,-17,-11,2,1,8,-14,,,,,
,1030,12,9,,-4,-7,-18,-11,1,-3,2,-7,6,-4,3,-10,-8,7,,,,,
,-1103,,-3,-9,-12,-15,-2,-3,,-2,-10,3,-1,4,-5,-4,-15,4,,,,,
,-194,-30,-4,-2,4,-7,5,-4,-13,2,6,-3,,-1,14,13,10,1,,,,,
,1,-1,-2,-5,-6,2,5,6,,1,7,-3,1,-2,-19,-6,9,-5,,,,,
,942,-3,-1,22,12,8,2,-7,5,4,,5,6,-3,-6,,3,3,,,,,
,-230,3,4,-6,6,1,2,-3,-2,6,-11,9,7,-2,18,5,2,-3,,,,,
,587,21,-7,-1,-3,-4,-17,-3,,-10,16,-4,-11,-3,-3,-4,-2,2,,,,,
,-1227,-20,9,2,-7,-10,14,16,2,-5,-2,5,-2,4,-9,4,-7,15,,,,,
,-543,-12,4,2,5,13,-4,7,-5,7,-15,-4,15,-1,5,-5,2,-8,,,,,
,23,-1,-5,-6,4,-1,-13,-16,-7,,6,,-6,12,11,-1,6,-4,,,,,
,-204,-2,1,,-6,-4,5,-11,9,,12,-10,5,-2,-2,-2,-3,-9,,,,,
,422,13,1,13,8,-1,6,8,2,1,-2,-6,-1,,4,-1,8,-1,,,,,
,145,-9,-2,-14,-15,2,-3,3,-1,1,-10,8,-8,3,-6,11,4,7,,,,,
,-456,13,-2,9,-1,-2,7,5,2,1,,5,5,6,10,12,2,6,,,,,
,11,-3,1,1,17,10,8,-7,,-4,,5,-13,-4,-5,-8,-13,-10,,,,,
,1989,-12,-6,,-5,4,-8,3,-2,1,1,-2,7,-4,,-9,1,5,,,,,
,-1814,28,13,-10,-8,,3,6,16,15,6,4,9,,2,-7,2,5,,,,,
,-158,-15,-15,4,15,-8,2,5,-13,-10,-2,-7,-4,4,-1,10,7,-3,,,,,
,126,-20,-4,-7,-8,2,-9,4,3,3,-4,-7,-9,-1,-10,-3,,-10,,,,,
,277,8,-2,-5,7,-13,-10,-15,-9,-7,4,9,,6,-1,3,-5,11,,,,,
,-175,-1,3,6,1,5,-1,5,5,-13,-5,5,11,-4,8,10,,3,,,,,
,2,-19,-3,2,-7,11,6,,-8,4,,-9,1,-7,-16,-13,-7,,,,,,
,171,,4,-5,-12,-6,2,-10,-4,8,1,-3,-7,-5,-4,2,10,-4,,,,,
,-211,,14,-2,-7,-2,-5,-6,15,7,-3,-9,-6,10,9,-1,3,3,,,,,
,99,-10,-3,12,4,-13,1,8,,-14,5,14,3,5,-1,2,-10,-2,,,,,
,791,-2,4,2,17,7,3,,,2,-5,2,,-12,-9,-3,2,-6,,,,100,
,185,,-4,-2,2,6,-2,,,12,10,-7,12,14,9,3,-2,-3,,,,-100,
,456,2,-7,5,-9,2,-2,5,-2,-14,-3,-3,-4,-3,9,-6,1,4,,,,,
,-40,-1,4,-5,13,3,-3,3,2,5,-10,-4,5,-4,-5,-2,-11,-1,,,,,
,-267,11,6,-5,-4,5,14,-6,11,11,-2,8,-8,-13,5,-2,-1,,,,,,
,696,-11,-11,-1,-16,,-6,7,-14,-5,,-1,-2,,4,-1,,1,,,,,
,114,,-2,5,-6,-12,-5,-1,4,-4,15,-3,9,,-1,16,1,5,,,,,
,1628,12,8,-5,3,4,2,-2,-7,-7,3,,-2,4,-6,2,-5,7,,,,,
,-2223,11,10,-7,14,13,5,4,10,6,-4,7,,19,-1,12,22,6,,,,,
,-777,-36,-2,10,-2,-5,-2,-9,3,4,,-1,3,-2,-2,-11,-6,-2,,,,,
,-227,13,-10,-11,1,-12,-10,4,,2,-6,5,-6,-4,6,-14,-2,-1,,,,,
,146,1,-7,6,,20,10,,-3,,3,8,-5,-13,-1,4,-1,-6,,,,,
,274,-20,5,-2,,3,-2,3,-8,-3,7,-9,16,2,2,4,4,-5,,,,,
,638,-1,-1,-3,,-15,2,-2,-5,-3,,-5,-8,8,8,-3,1,-5,,,,,
,-798,20,2,10,,-5,,-5,9,-6,-4,3,-3,-10,-15,-3,,,,,,,
,-82,-20,-10,7,-3,-7,-6,,7,2,6,-7,7,,-3,-5,12,-7,,,,,
,1173,-11,3,-3,2,8,-3,-16,-3,-1,-10,-3,,5,18,7,2,-1,,,,,
,-282,12,4,4,1,-5,6,13,-15,-4,7,3,-3,-1,7,-4,-7,8,,,,,
,-418,10,6,-3,2,14,-2,18,8,3,3,-2,-3,13,-11,6,-2,-2,,,,,
,111,-21,-3,-7,,-4,4,-4,-8,4,-3,1,6,-7,2,-11,-5,2,,,,,
,498,,13,-1,-8,-2,-2,-4,6,11,-7,1,,-3,-9,-4,3,-5,,,,,
,-260,-1,-55505,-55502,-55532,-55566,-55544,-55535,-55564,-55578,-55438,-55421,-55461,-55492,-55425,-55450,-55468,-55450,,,,,
,1535,10,-223155,-223083,-223296,-223397,-223214,-223259,-223371,-223452,-222872,-222841,-222988,-223103,-222861,-222973,-222978,-223024,,,,,
,-2166,-10,-56075,-56057,-56116,-56136,-56075,-56091,-56112,-56148,-56005,-56004,-56038,-56043,-56007,-56018,-56003,-56061,,,,,
,660,11,14,-3,16,-1,-4,-3,3,-10,3,-4,3,-2,-2,-1,-7,5,,,,,
,-168,-10,5,2,-3,14,3,,-4,2,,,10,-8,9,6,-8,,,,,,
,-193,,,7,-2,-16,3,11,-3,16,4,-5,-12,,-9,,8,-1,,,,,
,-530,,-9,-1,-4,-3,-12,,,-12,-8,1,,-6,2,-7,-4,-3,,,,,
,958,,1,-10,-3,3,11,-17,2,12,7,3,2,3,,10,-10,-10,,,,,
,-572,1,-2,-5,3,-1,12,-5,1,4,11,6,2,-13,-11,3,3,-2,,,,,
,291,-20,1,1,3,-5,-3,4,4,-5,-8,4,8,12,19,-5,-2,6,,,,,
,-621,-2,-1,5,-2,8,-13,-1,-1,5,-7,-4,-6,20,1,-1,12,,,,,,
,323,-11,1,-4,-2,-2,-6,-1,7,-9,,5,-4,-19,-6,7,-9,-2,,,,,
,1346,-1,11,3,-6,-13,-9,5,-20,-14,-5,-1,-1,-4,-1,-8,-5,2,,,,,
,-1187,1,3,-7,12,7,12,,5,5,5,-6,-7,7,-3,-3,,-10,,,,,
,305,1,,14,-7,1,-3,-5,5,9,5,12,,2,-8,,8,9,,,,,
,-825,11,-12,5,8,10,5,10,-3,-13,-1,-8,,-1,-3,4,1,-7,,,,,
,1019,-11,-7,-4,,-5,7,-2,,-2,2,,8,-2,5,-9,,14,,,,,
,-332,-1,-11,-12,-12,-3,-8,-6,-13,,-5,10,-7,2,6,5,5,-1,,,,,
,-212,2,10,3,-3,,-10,11,3,8,14,-3,19,7,-2,-5,3,,,,,,
,-175,11,5,-2,6,-5,12,-5,7,-13,-9,-4,-5,-3,-2,7,-7,-3,,,,,
,508,-3,-4,11,-6,3,9,1,-2,12,-3,-10,-9,-3,-2,-3,7,-2,,,,,
,-109,-9,10,4,3,-1,2,1,6,11,3,,-1,8,1,5,-19,,,,,,
,210,-5,-2,,-2,1,-1,-6,5,4,-4,,-6,-7,3,-2,12,-2,,,,,
,-921,5,2,-6,2,-3,-6,6,-10,-15,8,2,9,3,3,2,10,7,,,,,
,363,1,11,15,21,11,,10,6,-3,3,3,-13,-6,-2,1,-10,-1,,,,,
,698,-2,-12,4,-9,-10,-1,-18,-2,-6,-11,-4,15,6,-1,-3,-10,-1,,,,,
,-439,-19,-10,-23,-3,-1,3,4,,-4,1,-1,-5,-3,-2,-10,11,6,,,,,
,176,10,-14,-4,3,5,-3,-2,-11,7,2,4,5,,10,2,2,-9,,,,,
,-743,-24,20,19,-5,7,-3,1,2,8,4,4,2,-4,,6,-3,-5,,,,,
,707,15,4,-5,-6,-4,-1,16,8,-2,-13,-7,-9,2,8,,-3,3,,,,,
,-478,,-15,-9,3,-10,,-18,-4,,-1,4,5,-8,-15,6,1,15,,,,,
,-206,-13,2,11,-1,4,-1,-10,4,8,,-1,6,-5,-6,-6,,-7,,,,,
,437,10,9,-1,7,1,,10,1,-6,1,-6,-11,2,1,-5,-3,-1,,,,,
,-391,-8,-3,-7,-2,2,2,12,-4,-2,-5,-2,-13,5,4,-5,10,-12,,,,,
,281,,-4,-8,-11,-8,7,-5,,3,10,,11,1,-1,6,-2,7,,,,,
,-103,8,-2,6,10,-5,-1,12,9,3,-3,6,2,9,-8,4,-14,6,,,,,
,900,-9,11,7,-3,9,-5,-2,4,-6,3,3,1,1,-5,-6,6,-4,,,,,
,-729,,2,-1,4,2,,,4,5,7,1,4,3,20,6,14,5,,,,,
,103,1,-5,5,5,10,-7,-10,-2,2,,-6,,-12,-1,,-3,-10,,,,,
,-283,-21,-4,,3,,11,-16,-10,,1,-9,-8,-12,-8,-8,-6,-4,,,,,
,2059,20,1,,,-8,2,11,-6,-2,1,13,9,5,-7,2,-5,,,,,,
,-2768,-2,-6,-1,-2,-7,-11,2,-1,,-2,,-7,12,3,6,14,2,,,,,
,352,-19,16,-4,10,-3,7,1,14,-2,-7,-1,6,6,10,-3,-2,-5,,,,,
,163,1,-1,-2,-8,3,8,-7,4,10,-7,6,-3,-3,4,4,-10,5,,,,,
,701,-11,1,-9,5,10,-2,6,-7,5,12,2,9,8,-1,4,-12,6,,,,,
,-216,12,7,6,-5,2,-6,9,-2,-10,4,-3,3,-7,9,,5,-2,,,,,
,1984,-11,-13,4,-15,-3,4,1,3,-5,-6,-5,1,1,-7,-12,2,-4,,,,,
,-2567,14,-12,-12,4,6,-1,-1,2,11,-4,2,-10,4,-6,-6,9,10,,,,,
,374,-3,6,-2,,-8,-13,-17,-7,-14,4,4,1,,-9,12,3,,,,,,
,-27,-12,11,8,4,2,1,6,,7,-8,-5,-13,-9,-1,-9,,-1,,,,,
,-130,10,-3,3,4,-5,10,9,2,4,2,-6,-5,3,-1,5,4,-2,,,,,
,-425,-9,2,7,-11,6,,,3,-9,5,5,12,-7,2,12,-8,-7,,,,,
,2382,-1,-4,-3,7,-1,-11,-12,-14,,5,-1,-7,-17,-3,-11,-3,-5,,,,,
,-1447,-1,4,-13,-3,,5,3,8,13,10,-10,,15,6,6,3,-2,,,,,
,-893,-13,,6,-9,-1,15,3,2,-6,-1,10,-8,,9,-10,-1,5,,,,,
,202,-5,-19,1,8,-12,-14,-4,-6,-5,-7,-3,16,1,-9,-2,4,8,,,,,
,-240,-11,,-13,11,9,,1,9,4,-11,-3,1,4,-8,2,,-16,,,,,
,-191,,5,17,8,1,7,1,1,5,12,-7,,-3,4,5,-14,-4,,,,,
,1172,11,5,3,-16,-10,-6,-4,-3,,-1,,7,-3,13,1,13,12,,,,,
,-5,-9,23,4,,8,8,7,-4,-9,-4,3,2,3,-9,-3,1,6,,,,,
,-751,9,-9,-1,-1,10,5,-12,-3,-1,-9,7,-13,-5,-10,6,-10,1,,,,,
,1305,,-5,-18,7,-4,-4,9,3,2,3,4,-1,3,7,-1,-1,-4,,,,,
,-1131,-11,4,4,-3,20,-8,10,4,3,9,6,-2,4,6,-6,-3,2,,,,,
,821,12,-8,5,-10,-8,-11,-7,1,-3,-14,-1,-3,8,4,-14,1,,,,,,
,-1452,-17,-8,-11,3,-17,-8,-9,-1,4,2,-4,10,-11,-8,10,1,-5,,,,,
,1102,14,10,4,8,12,17,16,7,6,-9,-7,-2,-1,-2,17,-2,10,,,,,
,-21,-30,2,9,,-6,9,-6,,-11,17,5,1,2,2,-10,2,,,,,,
,801,-1,-5,1,-2,-8,-7,-15,-16,3,-5,5,4,3,6,,5,-6,,,,,
,-874,23,3,6,-4,11,-5,24,-1,6,8,-8,,-6,4,3,-1,-4,,,,,
,32,-1,,-6,3,-14,6,-5,-2,-5,5,2,4,-1,-7,5,-2,7,,,,,
,160,-1,5,-3,-13,2,-1,-9,,5,-12,-11,-21,-15,-13,,2,-4,,,,,
,-218,-31,-10,2,3,10,-2,8,-6,-1,2,6,4,21,2,-4,7,5,,,,,
,-532,13,8,15,13,-3,-1,-2,10,-4,6,-4,17,11,21,-4,-2,,,,,,
,649,-11,4,-13,3,-18,5,-14,10,6,-3,10,8,1,-2,8,-8,1,,,,,
,123,,4,-6,4,3,3,12,5,3,-6,10,2,,8,,8,12,,,,,
,221,,5,-4,,28,-11,4,-13,5,5,-5,-20,-12,-8,-5,-10,-4,,,,,
,-446,10,-8,7,-9,-13,6,5,3,-10,7,3,8,-5,-20,5,4,-13,,,,,
,-392,-12,-16,6,-3,-4,-2,-4,-3,-10,-14,-3,,-7,3,-6,3,-1,,,,,
,2156,2,8,-2,11,5,-8,-7,9,18,-7,,6,9,11,-12,-2,-1,,,,,
,-1824,-7,17,-1,-5,3,12,3,-6,-3,16,1,-1,-1,6,7,5,15,,,,,
,-578,6,-11,-6,,6,7,2,-12,-12,-4,-1,-9,-2,-1,6,,-16,,,,,
,285,1,,-5,-10,-20,-18,-8,6,-3,-3,10,-3,6,,3,4,5,,,,,
,304,-23,-10,-8,-10,,-4,5,-1,10,6,-1,5,2,1,-6,-4,-6,,,,,
,-407,24,-1,15,13,,6,-4,-2,-4,2,-19,-2,,4,-6,-2,-7,,,,,
,1403,-1,8,10,-2,,7,16,3,-3,-7,7,-5,-10,-10,9,-2,6,,,,,
,-1569,-21,-5,-18,2,4,-6,-18,4,6,-4,-3,2,9,-7,7,-7,6,,,,,
,-240,-10,-3,5,3,-4,-1,-4,-4,-16,11,-4,11,-3,8,-5,4,-7,,,,,
,791,11,3,4,-7,,,6,8,3,-16,5,2,-7,,1,2,,,,,,
,416,-11,-6,7,2,16,-6,,2,10,-12,-5,-7,-1,-13,-7,-9,2,,,,,
,-1016,,,-6,8,-10,10,5,1,-7,19,13,-8,-4,2,-3,2,2,,,,,
,1468,,3,5,5,7,16,-12,-1,6,2,-1,4,5,-2,4,6,6,,,,,
,-895,-1,-9,-3,-2,-5,-5,6,2,5,7,8,,-13,6,-2,-7,6,,,,,
,-156,1,1,-9,5,12,-1,10,-5,,-2,2,1,3,7,2,12,3,,,,,
,-144,11,7,,-9,-7,11,-10,1,1,-9,-14,,16,-1,1,-5,-4,,,,,
,735,,-5,,-2,-13,-13,-9,6,-8,3,-6,,,-4,7,-3,1,,,,,
,108,-11,14,15,4,8,-8,5,-5,-7,12,3,-4,8,3,-1,9,3,,,,,
,203,,-14,-12,-9,3,2,9,-3,-7,-4,-1,-2,4,-2,-4,-8,-9,,,,,
,427,-23,-4,-6,-5,-9,1,-2,-2,8,-18,3,15,-7,1,-1,1,-1,,,,,
,-2430,24,15,-2,2,2,-3,-7,3,5,6,-7,-9,1,-2,-1,10,6,,,,,
,385,-21,,8,-4,-2,10,5,2,16,3,-2,7,8,2,2,4,2,,,,,
,2264,-12,-2,-9,2,3,5,5,8,-14,13,-4,12,-13,-2,1,-5,5,,,,,
,-2538,1,10,14,16,13,4,12,-4,-6,-10,9,-17,10,14,1,-5,-8,,,,,
,210,10,-17,2,-3,-26,-11,-20,-12,8,-4,7,,-3,-2,-19,1,-3,,,,,
,401,-9,-4,-2,,11,-2,-16,9,9,9,-5,-2,-5,-1,6,9,-2,,,,,
,385,13,1,-5,-1,2,-8,8,3,-12,-2,11,6,11,-1,15,-4,5,,,,,
,-465,-3,10,-1,3,9,-3,16,-5,3,1,2,3,-8,-2,5,-5,1,,,,,
,-299,-10,8,4,-8,6,4,9,-3,7,-4,-1,-4,-7,6,-1,-2,-3,,,,,
,274,-2,-4,3,-14,-11,-5,-5,-4,-6,-3,-5,-5,2,8,-4,12,,,,,,
,1841,2,-3,-7,14,-4,6,,-4,-7,,-1,5,-5,-3,-2,-1,10,,,,,
,-1958,-1,8,5,8,4,8,5,17,4,-7,5,-1,5,-17,-1,-1,-1,,,,,
,108,1,-5,3,-7,9,-1,-14,-2,14,6,-1,1,17,,6,5,,,,,,
,615,,6,-3,10,-2,1,-6,5,-2,3,-11,4,-17,2,5,-16,-14,,,,,
,-606,-22,-6,10,9,-8,2,14,-3,-2,4,6,8,7,-7,-2,12,-7,,,,,
,329,2,-4,-10,4,3,-7,-11,,-4,,-1,-13,3,-2,-13,-1,4,,,,,
,4229,-1,-6,-6,-9,-3,-17,-6,-4,-6,,4,-9,-15,-3,-10,-7,10,,,,,
,-3233,19,7,16,-6,4,21,23,7,-3,11,4,8,12,5,5,6,-4,,,,,
,-614,-30,10,-4,-11,-3,1,-1,-1,14,5,-1,,-8,3,8,-3,-8,,,,,
,-97,-1,-13,-18,-6,-4,-5,-13,5,-2,-16,3,-2,1,-1,-7,-8,-9,,,,,
,-341,2,-1,12,3,4,-4,4,,6,1,-22,-6,3,-12,-3,-4,11,,,,,
,731,10,-7,-4,-3,1,-2,1,-15,-3,-5,3,1,9,13,9,21,6,,,,,
,-456,,-1,-1,13,-13,9,-3,6,-10,10,9,21,-2,9,5,-1,2,,,,,
,163,1,1,-1,,5,-5,,7,-8,-6,-12,-8,-14,1,1,,3,,,,,
,-637,-1,10,9,-5,6,-8,-2,3,,-13,,-12,-9,2,-10,-6,-13,,,,,
,1484,-27,12,-8,4,-8,10,6,-7,-4,19,13,11,21,-2,8,10,12,,,,,
,-1669,1,-5,5,-3,-6,,5,-17,12,-4,,-17,2,-3,-10,-4,4,,,,,
,505,10,3,6,13,17,12,-10,23,6,,8,10,3,3,17,-4,-3,,,,,
,241,5,-15,4,-14,,-17,-11,-20,-19,-4,-1,3,-4,-7,-13,-1,9,,,,,
,260,-6,6,-17,2,3,3,3,1,5,-12,-18,2,-6,1,-2,-2,-10,,,,,
,-252,-16,55506,55496,55539,55563,55547,55546,55577,55586,55447,55437,55465,55490,55426,55459,55477,55460,,,,,
,1151,16,223134,223094,223297,223391,223222,223258,223364,223452,222874,222846,222983,223097,222856,222973,222968,223035,,,,,
,-1178,-19,56076,56063,56115,56137,56084,56095,56121,56154,56009,55988,56025,56063,56023,56033,56008,56048,,,,,
,435,23,7,-5,-10,5,-6,-10,-7,-4,-1,12,-4,-5,-17,-1,4,2,,,,,
,-130,,-2,2,5,6,6,7,-1,-6,-12,3,4,1,4,,-1,-4,,,,,
,-771,-21,-8,3,-2,-13,-6,-3,3,4,13,-3,-5,,-2,-4,-9,9,,,,,
,503,-7,-2,-3,-1,3,-14,2,-10,1,-3,-6,,13,,-1,-2,-4,,,,,
,-380,29,-7,-2,-5,-11,6,-1,6,-9,-12,1,5,-15,-10,-9,10,-8,,,,,
,1102,-10,17,9,-2,12,,6,11,6,7,5,1,-4,8,5,1,-3,,,,,
,-676,-17,-5,,5,11,4,1,14,-8,5,-8,1,5,-4,5,-2,12,,,,,
,789,17,-6,-7,-10,-12,-13,-14,-17,-6,-9,-9,-3,,17,-3,1,-14,,,,,
,-915,,-1,-2,,-1,-1,2,-18,4,4,12,12,-3,,5,,15,,,,,
,893,-18,-5,2,9,8,5,3,9,6,2,-10,9,,-14,-2,1,1,,,,,
